,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12
emp_wmn_1529,-0.1094331065052724,-0.11623543607347828,0.05260095835083844,0.21968010858586356,0.07648030810085939,0.2426148667249525,-0.2786727821061422,0.15261854811041237,-0.12334939116707906,0.08582824983794739,-0.031038885162926425,0.0030679438738885952
emp_wmn_3049,0.02088906583101478,-0.10387534908175951,0.3204235321615773,0.006894691235446736,-0.03656057692222246,0.18859685721019323,-0.06128137798779895,0.23154057517698104,0.06885422020462013,0.2828737373523222,-0.09090059204620257,0.13558763169482657
emp_wmn_5064,0.1666122071713571,0.13212534380215496,0.1681174657470854,-0.004074274404316537,0.06879196677080247,0.062317995994081776,0.014078143364110228,0.1377108320459682,0.019754037833958165,0.05383355853670149,0.08028368409266422,-0.19023113361198227
emp_wmn_65plus,0.18555326285919585,0.13864634866058573,0.11049617870124505,-0.038106414439008945,0.08078510125653038,0.006203422264441004,0.03576009532241035,0.09441311303046175,-0.0025500502059322273,0.008639220002388105,0.06398529921155865,-0.08792123930397513
occ_wage_share,-0.18401608843017056,-0.08836722681662386,-0.18619663384590598,0.10342073703858345,-0.0027170800204063396,-0.002488063950906491,0.028900351909246256,0.1687474054831412,-0.08563547958849356,0.11979803040780415,-0.08346500669511903,-0.05382516687558295
occ_regular_share,-0.18394439840436494,-0.03807514277644774,-0.1648627670682905,0.11563748802508705,-0.15519438184433257,-0.019736221726029134,0.050116044098956355,0.1278295169897862,-0.09048890069277227,0.10659360621140768,-0.028587078005080518,-0.06922564586185968
occ_nonwage_share,0.18403731101615647,0.08821431453164344,0.18616644574522667,-0.10358874128355765,0.0030780507283735313,0.0020862520993294863,-0.02904749621962899,-0.16880203724302917,0.0854087191956515,-0.11954269072984884,0.0835515466840343,0.05378128257758452
job_professional,-0.16892709550952964,-0.11151252828970935,0.07708501528662028,0.047298717180286616,-0.3060196784798496,0.05662970507606721,0.013619656319457484,0.02316242870996138,-0.016476664900868684,0.041366639831674455,0.009329283628060655,0.06399637966676873
job_clerical,-0.18725920477393185,-0.10376066449502495,-0.02627546262318961,0.05927333803179078,-0.20612726081685714,0.01267290853969319,0.024247099949769056,0.06761313079799937,-0.026559241776531628,0.02771101461780821,0.005839445360866791,0.004960829168311794
job_service_sales,-0.04647162832496436,-0.2318888174610553,0.0005778626110691443,-0.15338902311375827,0.23970615702269377,-0.06601929277164853,-0.05327769738157223,0.10094582854824254,0.22154561373278187,-0.2548724722147892,0.35826473017400406,-0.28692269771364226
job_skilled_machine,0.04477855961282587,0.1349305692798713,-0.3197362125124891,0.03562389691168618,0.2720143448309279,-0.12169533042157683,0.057439728848099926,0.012717851031467468,-0.0725965012760005,0.06058329642054574,-0.09881416750111303,0.005401548308841582
job_simple_labor,0.09627277396140833,0.004404141668375788,-0.08422742885203821,-0.017214309889742135,0.41020492965095845,0.015477382255111305,-0.060239217247639136,0.17271781438518113,-0.013254773845988896,0.01913927635139267,-0.11299314044804283,-0.11035119391839227
job_farming,0.18780370101964275,0.12652963214439358,0.1808335613406809,-0.03569266284336434,-0.018727776657283902,0.042131723131073495,-0.025744525491283313,-0.13878271017750984,-0.005013033324883034,-0.007352067378511832,-0.0321464819718144,0.06529350296792436
ind_agriculture,0.18819039810335114,0.12646745209267288,0.18043139620151832,-0.03694417748952514,-0.017433467476672265,0.04179480518557107,-0.025936346416546345,-0.13393951975847745,-0.0035056621507726714,-0.007934365487282784,-0.03001312563779587,0.06192419760025766
