시도명,선거구명,법정읍면동명,투표구명,후보자,득표수
서울특별시,종로구,청운효자동,관내사전투표,기권자수,1
서울특별시,종로구,청운효자동,청운효자동제1투,선거인수,3064
서울특별시,종로구,청운효자동,청운효자동제1투,투표수,1827
서울특별시,종로구,청운효자동,청운효자동제1투,새누리당 오세훈,764
서울특별시,종로구,청운효자동,청운효자동제1투,더불어민주당 정세균,907
서울특별시,종로구,청운효자동,청운효자동제1투,국민의당 박태순,101
서울특별시,종로구,청운효자동,청운효자동제1투,정의당 윤공규,9
서울특별시,종로구,청운효자동,청운효자동제1투,노동당 김한울,11
서울특별시,종로구,청운효자동,청운효자동제1투,녹색당 하승수,19
서울특별시,종로구,청운효자동,청운효자동제1투,진리대한당 이석인,0
서울특별시,종로구,청운효자동,청운효자동제1투,한나라당 박종구,1
서울특별시,종로구,청운효자동,청운효자동제1투,무소속 김대한,0
서울특별시,종로구,청운효자동,청운효자동제1투,무소속 이원옥,1
서울특별시,종로구,청운효자동,청운효자동제1투,무효 투표수,14
서울특별시,종로구,청운효자동,청운효자동제1투,기권자수,1237
서울특별시,종로구,청운효자동,청운효자동제2투,선거인수,3287
서울특별시,종로구,청운효자동,청운효자동제2투,투표수,2182
서울특별시,종로구,청운효자동,청운효자동제2투,새누리당 오세훈,952
서울특별시,종로구,청운효자동,청운효자동제2투,더불어민주당 정세균,1043
서울특별시,종로구,청운효자동,청운효자동제2투,국민의당 박태순,105
서울특별시,종로구,청운효자동,청운효자동제2투,정의당 윤공규,13
서울특별시,종로구,청운효자동,청운효자동제2투,노동당 김한울,20
서울특별시,종로구,청운효자동,청운효자동제2투,녹색당 하승수,24
서울특별시,종로구,청운효자동,청운효자동제2투,진리대한당 이석인,0
서울특별시,종로구,청운효자동,청운효자동제2투,한나라당 박종구,0
서울특별시,종로구,청운효자동,청운효자동제2투,무소속 김대한,3
서울특별시,종로구,청운효자동,청운효자동제2투,무소속 이원옥,5
서울특별시,종로구,청운효자동,청운효자동제2투,무효 투표수,17
서울특별시,종로구,청운효자동,청운효자동제2투,기권자수,1105
서울특별시,종로구,청운효자동,청운효자동제3투,선거인수,3246
서울특별시,종로구,청운효자동,청운효자동제3투,투표수,2058
서울특별시,종로구,청운효자동,청운효자동제3투,새누리당 오세훈,706
서울특별시,종로구,청운효자동,청운효자동제3투,더불어민주당 정세균,1180
서울특별시,종로구,청운효자동,청운효자동제3투,국민의당 박태순,112
서울특별시,종로구,청운효자동,청운효자동제3투,정의당 윤공규,9
서울특별시,종로구,청운효자동,청운효자동제3투,노동당 김한울,12
서울특별시,종로구,청운효자동,청운효자동제3투,녹색당 하승수,20
서울특별시,종로구,청운효자동,청운효자동제3투,진리대한당 이석인,0
서울특별시,종로구,청운효자동,청운효자동제3투,한나라당 박종구,0
서울특별시,종로구,청운효자동,청운효자동제3투,무소속 김대한,2
서울특별시,종로구,청운효자동,청운효자동제3투,무소속 이원옥,3
서울특별시,종로구,청운효자동,청운효자동제3투,무효 투표수,14
서울특별시,종로구,청운효자동,청운효자동제3투,기권자수,1188
서울특별시,종로구,사직동,관내사전투표,선거인수,1182
서울특별시,종로구,사직동,관내사전투표,투표수,1180
서울특별시,종로구,사직동,관내사전투표,새누리당 오세훈,477
서울특별시,종로구,사직동,관내사전투표,더불어민주당 정세균,614
서울특별시,종로구,사직동,관내사전투표,국민의당 박태순,55
서울특별시,종로구,사직동,관내사전투표,정의당 윤공규,8
서울특별시,종로구,사직동,관내사전투표,노동당 김한울,4
서울특별시,종로구,사직동,관내사전투표,녹색당 하승수,13
서울특별시,종로구,사직동,관내사전투표,진리대한당 이석인,1
서울특별시,종로구,사직동,관내사전투표,한나라당 박종구,0
서울특별시,종로구,사직동,관내사전투표,무소속 김대한,0
서울특별시,종로구,사직동,관내사전투표,무소속 이원옥,3
서울특별시,종로구,사직동,관내사전투표,무효 투표수,5
서울특별시,종로구,사직동,관내사전투표,기권자수,2
서울특별시,종로구,사직동,사직동제1투,선거인수,3002
서울특별시,종로구,사직동,사직동제1투,투표수,1556
서울특별시,종로구,사직동,사직동제1투,새누리당 오세훈,614
서울특별시,종로구,사직동,사직동제1투,더불어민주당 정세균,792
서울특별시,종로구,사직동,사직동제1투,국민의당 박태순,101
서울특별시,종로구,사직동,사직동제1투,정의당 윤공규,13
서울특별시,종로구,사직동,사직동제1투,노동당 김한울,12
서울특별시,종로구,사직동,사직동제1투,녹색당 하승수,11
서울특별시,종로구,사직동,사직동제1투,진리대한당 이석인,0
서울특별시,종로구,사직동,사직동제1투,한나라당 박종구,1
서울특별시,종로구,사직동,사직동제1투,무소속 김대한,4
서울특별시,종로구,사직동,사직동제1투,무소속 이원옥,3
서울특별시,종로구,사직동,사직동제1투,무효 투표수,5
서울특별시,종로구,사직동,사직동제1투,기권자수,1446
서울특별시,종로구,사직동,사직동제2투,선거인수,4015
서울특별시,종로구,사직동,사직동제2투,투표수,2544
서울특별시,종로구,사직동,사직동제2투,새누리당 오세훈,1395
서울특별시,종로구,사직동,사직동제2투,더불어민주당 정세균,977
서울특별시,종로구,사직동,사직동제2투,국민의당 박태순,107
서울특별시,종로구,사직동,사직동제2투,정의당 윤공규,7
서울특별시,종로구,사직동,사직동제2투,노동당 김한울,8
서울특별시,종로구,사직동,사직동제2투,녹색당 하승수,18
서울특별시,종로구,사직동,사직동제2투,진리대한당 이석인,4
서울특별시,종로구,사직동,사직동제2투,한나라당 박종구,3
서울특별시,종로구,사직동,사직동제2투,무소속 김대한,3
서울특별시,종로구,사직동,사직동제2투,무소속 이원옥,3
서울특별시,종로구,사직동,사직동제2투,무효 투표수,19
서울특별시,종로구,사직동,사직동제2투,기권자수,1471
서울특별시,종로구,삼청동,관내사전투표,선거인수,281
서울특별시,종로구,삼청동,관내사전투표,투표수,281
서울특별시,종로구,삼청동,관내사전투표,새누리당 오세훈,120
서울특별시,종로구,삼청동,관내사전투표,더불어민주당 정세균,143
서울특별시,종로구,삼청동,관내사전투표,국민의당 박태순,6
서울특별시,종로구,삼청동,관내사전투표,정의당 윤공규,2
서울특별시,종로구,삼청동,관내사전투표,노동당 김한울,1
서울특별시,종로구,삼청동,관내사전투표,녹색당 하승수,6
서울특별시,종로구,삼청동,관내사전투표,진리대한당 이석인,0
서울특별시,종로구,삼청동,관내사전투표,한나라당 박종구,0
서울특별시,종로구,삼청동,관내사전투표,무소속 김대한,0
서울특별시,종로구,삼청동,관내사전투표,무소속 이원옥,1
서울특별시,종로구,삼청동,관내사전투표,무효 투표수,2
서울특별시,종로구,삼청동,관내사전투표,기권자수,0
서울특별시,종로구,삼청동,삼청동투표소,선거인수,2161
서울특별시,종로구,삼청동,삼청동투표소,투표수,1237
서울특별시,종로구,삼청동,삼청동투표소,새누리당 오세훈,560
서울특별시,종로구,삼청동,삼청동투표소,더불어민주당 정세균,564
서울특별시,종로구,삼청동,삼청동투표소,국민의당 박태순,79
서울특별시,종로구,삼청동,삼청동투표소,정의당 윤공규,9
서울특별시,종로구,삼청동,삼청동투표소,노동당 김한울,5
서울특별시,종로구,삼청동,삼청동투표소,녹색당 하승수,10
서울특별시,종로구,삼청동,삼청동투표소,진리대한당 이석인,0
서울특별시,종로구,삼청동,삼청동투표소,한나라당 박종구,2
서울특별시,종로구,삼청동,삼청동투표소,무소속 김대한,0
서울특별시,종로구,삼청동,삼청동투표소,무소속 이원옥,0
서울특별시,종로구,삼청동,삼청동투표소,무효 투표수,8
서울특별시,종로구,삼청동,삼청동투표소,기권자수,924
서울특별시,종로구,부암동,관내사전투표,선거인수,738
서울특별시,종로구,부암동,관내사전투표,투표수,737
서울특별시,종로구,부암동,관내사전투표,새누리당 오세훈,288
서울특별시,종로구,부암동,관내사전투표,더불어민주당 정세균,400
서울특별시,종로구,부암동,관내사전투표,국민의당 박태순,28
서울특별시,종로구,부암동,관내사전투표,정의당 윤공규,3
서울특별시,종로구,부암동,관내사전투표,노동당 김한울,4
서울특별시,종로구,부암동,관내사전투표,녹색당 하승수,8
서울특별시,종로구,부암동,관내사전투표,진리대한당 이석인,0
서울특별시,종로구,부암동,관내사전투표,한나라당 박종구,0
서울특별시,종로구,부암동,관내사전투표,무소속 김대한,0
서울특별시,종로구,부암동,관내사전투표,무소속 이원옥,0
서울특별시,종로구,부암동,관내사전투표,무효 투표수,6
서울특별시,종로구,부암동,관내사전투표,기권자수,1
서울특별시,종로구,부암동,부암동제1투,선거인수,3005
서울특별시,종로구,부암동,부암동제1투,투표수,1727
서울특별시,종로구,부암동,부암동제1투,새누리당 오세훈,675
서울특별시,종로구,부암동,부암동제1투,더불어민주당 정세균,922
서울특별시,종로구,부암동,부암동제1투,국민의당 박태순,79
서울특별시,종로구,부암동,부암동제1투,정의당 윤공규,11
서울특별시,종로구,부암동,부암동제1투,노동당 김한울,12
서울특별시,종로구,부암동,부암동제1투,녹색당 하승수,19
서울특별시,종로구,부암동,부암동제1투,진리대한당 이석인,1
서울특별시,종로구,부암동,부암동제1투,한나라당 박종구,1
서울특별시,종로구,부암동,부암동제1투,무소속 김대한,1
서울특별시,종로구,부암동,부암동제1투,무소속 이원옥,0
서울특별시,종로구,부암동,부암동제1투,무효 투표수,6
서울특별시,종로구,부암동,부암동제1투,기권자수,1278
서울특별시,종로구,부암동,부암동제2투,선거인수,2439
서울특별시,종로구,부암동,부암동제2투,투표수,1547
서울특별시,종로구,부암동,부암동제2투,새누리당 오세훈,616
서울특별시,종로구,부암동,부암동제2투,더불어민주당 정세균,804
서울특별시,종로구,부암동,부암동제2투,국민의당 박태순,72
서울특별시,종로구,부암동,부암동제2투,정의당 윤공규,13
서울특별시,종로구,부암동,부암동제2투,노동당 김한울,10
서울특별시,종로구,부암동,부암동제2투,녹색당 하승수,17
서울특별시,종로구,부암동,부암동제2투,진리대한당 이석인,1
서울특별시,종로구,부암동,부암동제2투,한나라당 박종구,2
서울특별시,종로구,부암동,부암동제2투,무소속 김대한,1
서울특별시,종로구,부암동,부암동제2투,무소속 이원옥,2
서울특별시,종로구,부암동,부암동제2투,무효 투표수,9
서울특별시,종로구,부암동,부암동제2투,기권자수,892
서울특별시,종로구,부암동,부암동제3투,선거인수,2267
서울특별시,종로구,부암동,부암동제3투,투표수,1385
서울특별시,종로구,부암동,부암동제3투,새누리당 오세훈,596
서울특별시,종로구,부암동,부암동제3투,더불어민주당 정세균,680
서울특별시,종로구,부암동,부암동제3투,국민의당 박태순,73
서울특별시,종로구,부암동,부암동제3투,정의당 윤공규,9
서울특별시,종로구,부암동,부암동제3투,노동당 김한울,5
서울특별시,종로구,부암동,부암동제3투,녹색당 하승수,11
서울특별시,종로구,부암동,부암동제3투,진리대한당 이석인,0
서울특별시,종로구,부암동,부암동제3투,한나라당 박종구,0
서울특별시,종로구,부암동,부암동제3투,무소속 김대한,0
서울특별시,종로구,부암동,부암동제3투,무소속 이원옥,1
서울특별시,종로구,부암동,부암동제3투,무효 투표수,10
서울특별시,종로구,부암동,부암동제3투,기권자수,882
서울특별시,종로구,평창동,관내사전투표,선거인수,1615
서울특별시,종로구,평창동,관내사전투표,투표수,1614
서울특별시,종로구,평창동,관내사전투표,새누리당 오세훈,773
서울특별시,종로구,평창동,관내사전투표,더불어민주당 정세균,742
서울특별시,종로구,평창동,관내사전투표,국민의당 박태순,71
서울특별시,종로구,평창동,관내사전투표,정의당 윤공규,7
서울특별시,종로구,평창동,관내사전투표,노동당 김한울,4
서울특별시,종로구,평창동,관내사전투표,녹색당 하승수,13
서울특별시,종로구,평창동,관내사전투표,진리대한당 이석인,1
서울특별시,종로구,평창동,관내사전투표,한나라당 박종구,1
서울특별시,종로구,평창동,관내사전투표,무소속 김대한,0
서울특별시,종로구,평창동,관내사전투표,무소속 이원옥,0
서울특별시,종로구,평창동,관내사전투표,무효 투표수,2
서울특별시,종로구,평창동,관내사전투표,기권자수,1
서울특별시,종로구,평창동,평창동제1투,선거인수,2778
서울특별시,종로구,평창동,평창동제1투,투표수,1552
서울특별시,종로구,평창동,평창동제1투,새누리당 오세훈,717
서울특별시,종로구,평창동,평창동제1투,더불어민주당 정세균,741
서울특별시,종로구,평창동,평창동제1투,국민의당 박태순,75
서울특별시,종로구,평창동,평창동제1투,정의당 윤공규,4
서울특별시,종로구,평창동,평창동제1투,노동당 김한울,2
서울특별시,종로구,평창동,평창동제1투,녹색당 하승수,6
서울특별시,종로구,평창동,평창동제1투,진리대한당 이석인,0
서울특별시,종로구,평창동,평창동제1투,한나라당 박종구,0
서울특별시,종로구,평창동,평창동제1투,무소속 김대한,2
서울특별시,종로구,평창동,평창동제1투,무소속 이원옥,0
서울특별시,종로구,평창동,평창동제1투,무효 투표수,5
서울특별시,종로구,평창동,평창동제1투,기권자수,1226
서울특별시,종로구,평창동,평창동제2투,선거인수,4057
서울특별시,종로구,평창동,평창동제2투,투표수,2313
서울특별시,종로구,평창동,평창동제2투,새누리당 오세훈,1168
서울특별시,종로구,평창동,평창동제2투,더불어민주당 정세균,995
서울특별시,종로구,평창동,평창동제2투,국민의당 박태순,96
서울특별시,종로구,평창동,평창동제2투,정의당 윤공규,6
서울특별시,종로구,평창동,평창동제2투,노동당 김한울,6
서울특별시,종로구,평창동,평창동제2투,녹색당 하승수,10
서울특별시,종로구,평창동,평창동제2투,진리대한당 이석인,2
서울특별시,종로구,평창동,평창동제2투,한나라당 박종구,4
서울특별시,종로구,평창동,평창동제2투,무소속 김대한,3
서울특별시,종로구,평창동,평창동제2투,무소속 이원옥,1
서울특별시,종로구,평창동,평창동제2투,무효 투표수,22
서울특별시,종로구,평창동,평창동제2투,기권자수,1744
서울특별시,종로구,평창동,평창동제3투,선거인수,2292
서울특별시,종로구,평창동,평창동제3투,투표수,1406
서울특별시,종로구,평창동,평창동제3투,새누리당 오세훈,671
서울특별시,종로구,평창동,평창동제3투,더불어민주당 정세균,668
서울특별시,종로구,평창동,평창동제3투,국민의당 박태순,34
서울특별시,종로구,평창동,평창동제3투,정의당 윤공규,7
서울특별시,종로구,평창동,평창동제3투,노동당 김한울,4
서울특별시,종로구,평창동,평창동제3투,녹색당 하승수,5
서울특별시,종로구,평창동,평창동제3투,진리대한당 이석인,0
서울특별시,종로구,평창동,평창동제3투,한나라당 박종구,1
서울특별시,종로구,평창동,평창동제3투,무소속 김대한,5
서울특별시,종로구,평창동,평창동제3투,무소속 이원옥,1
서울특별시,종로구,평창동,평창동제3투,무효 투표수,10
서울특별시,종로구,평창동,평창동제3투,기권자수,886
서울특별시,종로구,평창동,평창동제4투,선거인수,2265
서울특별시,종로구,평창동,평창동제4투,투표수,1483
서울특별시,종로구,평창동,평창동제4투,새누리당 오세훈,636
서울특별시,종로구,평창동,평창동제4투,더불어민주당 정세균,747
서울특별시,종로구,평창동,평창동제4투,국민의당 박태순,62
서울특별시,종로구,평창동,평창동제4투,정의당 윤공규,11
서울특별시,종로구,평창동,평창동제4투,노동당 김한울,2
서울특별시,종로구,평창동,평창동제4투,녹색당 하승수,10
서울특별시,종로구,평창동,평창동제4투,진리대한당 이석인,3
서울특별시,종로구,평창동,평창동제4투,한나라당 박종구,0
서울특별시,종로구,평창동,평창동제4투,무소속 김대한,2
서울특별시,종로구,평창동,평창동제4투,무소속 이원옥,4
서울특별시,종로구,평창동,평창동제4투,무효 투표수,6
서울특별시,종로구,평창동,평창동제4투,기권자수,782
서울특별시,종로구,평창동,평창동제5투,선거인수,2365
서울특별시,종로구,평창동,평창동제5투,투표수,1412
서울특별시,종로구,평창동,평창동제5투,새누리당 오세훈,654
서울특별시,종로구,평창동,평창동제5투,더불어민주당 정세균,678
서울특별시,종로구,평창동,평창동제5투,국민의당 박태순,49
서울특별시,종로구,평창동,평창동제5투,정의당 윤공규,3
서울특별시,종로구,평창동,평창동제5투,노동당 김한울,4
서울특별시,종로구,평창동,평창동제5투,녹색당 하승수,11
서울특별시,종로구,평창동,평창동제5투,진리대한당 이석인,1
서울특별시,종로구,평창동,평창동제5투,한나라당 박종구,1
서울특별시,종로구,평창동,평창동제5투,무소속 김대한,1
서울특별시,종로구,평창동,평창동제5투,무소속 이원옥,1
서울특별시,종로구,평창동,평창동제5투,무효 투표수,9
서울특별시,종로구,평창동,평창동제5투,기권자수,953
서울특별시,종로구,무악동,관내사전투표,선거인수,768
서울특별시,종로구,무악동,관내사전투표,투표수,768
서울특별시,종로구,무악동,관내사전투표,새누리당 오세훈,331
서울특별시,종로구,무악동,관내사전투표,더불어민주당 정세균,388
서울특별시,종로구,무악동,관내사전투표,국민의당 박태순,37
서울특별시,종로구,무악동,관내사전투표,정의당 윤공규,3
서울특별시,종로구,무악동,관내사전투표,노동당 김한울,2
서울특별시,종로구,무악동,관내사전투표,녹색당 하승수,2
서울특별시,종로구,무악동,관내사전투표,진리대한당 이석인,0
서울특별시,종로구,무악동,관내사전투표,한나라당 박종구,0
서울특별시,종로구,무악동,관내사전투표,무소속 김대한,0
서울특별시,종로구,무악동,관내사전투표,무소속 이원옥,0
서울특별시,종로구,무악동,관내사전투표,무효 투표수,5
서울특별시,종로구,무악동,관내사전투표,기권자수,0
서울특별시,종로구,무악동,무악동제1투,선거인수,2120
서울특별시,종로구,무악동,무악동제1투,투표수,1457
서울특별시,종로구,무악동,무악동제1투,새누리당 오세훈,598
서울특별시,종로구,무악동,무악동제1투,더불어민주당 정세균,747
서울특별시,종로구,무악동,무악동제1투,국민의당 박태순,79
서울특별시,종로구,무악동,무악동제1투,정의당 윤공규,6
서울특별시,종로구,무악동,무악동제1투,노동당 김한울,9
서울특별시,종로구,무악동,무악동제1투,녹색당 하승수,6
서울특별시,종로구,무악동,무악동제1투,진리대한당 이석인,2
서울특별시,종로구,무악동,무악동제1투,한나라당 박종구,1
서울특별시,종로구,무악동,무악동제1투,무소속 김대한,0
서울특별시,종로구,무악동,무악동제1투,무소속 이원옥,0
서울특별시,종로구,무악동,무악동제1투,무효 투표수,9
서울특별시,종로구,무악동,무악동제1투,기권자수,663
서울특별시,종로구,무악동,무악동제2투,선거인수,3543
서울특별시,종로구,무악동,무악동제2투,투표수,2193
서울특별시,종로구,무악동,무악동제2투,새누리당 오세훈,911
서울특별시,종로구,무악동,무악동제2투,더불어민주당 정세균,1106
서울특별시,종로구,무악동,무악동제2투,국민의당 박태순,132
서울특별시,종로구,무악동,무악동제2투,정의당 윤공규,8
서울특별시,종로구,무악동,무악동제2투,노동당 김한울,4
서울특별시,종로구,무악동,무악동제2투,녹색당 하승수,12
서울특별시,종로구,무악동,무악동제2투,진리대한당 이석인,1
서울특별시,종로구,무악동,무악동제2투,한나라당 박종구,0
서울특별시,종로구,무악동,무악동제2투,무소속 김대한,1
서울특별시,종로구,무악동,무악동제2투,무소속 이원옥,4
서울특별시,종로구,무악동,무악동제2투,무효 투표수,14
서울특별시,종로구,무악동,무악동제2투,기권자수,1350
서울특별시,종로구,교남동,관내사전투표,선거인수,352
서울특별시,종로구,교남동,관내사전투표,투표수,351
서울특별시,종로구,교남동,관내사전투표,새누리당 오세훈,143
서울특별시,종로구,교남동,관내사전투표,더불어민주당 정세균,177
서울특별시,종로구,교남동,관내사전투표,국민의당 박태순,19
서울특별시,종로구,교남동,관내사전투표,정의당 윤공규,2
서울특별시,종로구,교남동,관내사전투표,노동당 김한울,5
서울특별시,종로구,교남동,관내사전투표,녹색당 하승수,1
서울특별시,종로구,교남동,관내사전투표,진리대한당 이석인,0
서울특별시,종로구,교남동,관내사전투표,한나라당 박종구,0
서울특별시,종로구,교남동,관내사전투표,무소속 김대한,0
서울특별시,종로구,교남동,관내사전투표,무소속 이원옥,0
서울특별시,종로구,교남동,관내사전투표,무효 투표수,4
서울특별시,종로구,교남동,관내사전투표,기권자수,1
서울특별시,종로구,교남동,교남동제1투,선거인수,1887
서울특별시,종로구,교남동,교남동제1투,투표수,1060
서울특별시,종로구,교남동,교남동제1투,새누리당 오세훈,406
서울특별시,종로구,교남동,교남동제1투,더불어민주당 정세균,553
서울특별시,종로구,교남동,교남동제1투,국민의당 박태순,67
서울특별시,종로구,교남동,교남동제1투,정의당 윤공규,8
서울특별시,종로구,교남동,교남동제1투,노동당 김한울,3
서울특별시,종로구,교남동,교남동제1투,녹색당 하승수,12
서울특별시,종로구,교남동,교남동제1투,진리대한당 이석인,2
서울특별시,종로구,교남동,교남동제1투,한나라당 박종구,0
서울특별시,종로구,교남동,교남동제1투,무소속 김대한,1
서울특별시,종로구,교남동,교남동제1투,무소속 이원옥,1
서울특별시,종로구,교남동,교남동제1투,무효 투표수,7
서울특별시,종로구,교남동,교남동제1투,기권자수,827
서울특별시,종로구,교남동,교남동제2투,선거인수,1627
서울특별시,종로구,교남동,교남동제2투,투표수,781
서울특별시,종로구,교남동,교남동제2투,새누리당 오세훈,303
서울특별시,종로구,교남동,교남동제2투,더불어민주당 정세균,436
서울특별시,종로구,교남동,교남동제2투,국민의당 박태순,31
서울특별시,종로구,교남동,교남동제2투,정의당 윤공규,1
서울특별시,종로구,교남동,교남동제2투,노동당 김한울,0
서울특별시,종로구,교남동,교남동제2투,녹색당 하승수,3
서울특별시,종로구,교남동,교남동제2투,진리대한당 이석인,0
서울특별시,종로구,교남동,교남동제2투,한나라당 박종구,1
서울특별시,종로구,교남동,교남동제2투,무소속 김대한,2
서울특별시,종로구,교남동,교남동제2투,무소속 이원옥,1
서울특별시,종로구,교남동,교남동제2투,무효 투표수,3
서울특별시,종로구,교남동,교남동제2투,기권자수,846
서울특별시,종로구,가회동,관내사전투표,선거인수,606
서울특별시,종로구,가회동,관내사전투표,투표수,606
서울특별시,종로구,가회동,관내사전투표,새누리당 오세훈,231
서울특별시,종로구,가회동,관내사전투표,더불어민주당 정세균,321
서울특별시,종로구,가회동,관내사전투표,국민의당 박태순,33
서울특별시,종로구,가회동,관내사전투표,정의당 윤공규,6
서울특별시,종로구,가회동,관내사전투표,노동당 김한울,2
서울특별시,종로구,가회동,관내사전투표,녹색당 하승수,6
서울특별시,종로구,가회동,관내사전투표,진리대한당 이석인,0
서울특별시,종로구,가회동,관내사전투표,한나라당 박종구,1
서울특별시,종로구,가회동,관내사전투표,무소속 김대한,2
서울특별시,종로구,가회동,관내사전투표,무소속 이원옥,0
서울특별시,종로구,가회동,관내사전투표,무효 투표수,4
서울특별시,종로구,가회동,관내사전투표,기권자수,0
서울특별시,종로구,가회동,가회동투표소,선거인수,3494
서울특별시,종로구,가회동,가회동투표소,투표수,2117
서울특별시,종로구,가회동,가회동투표소,새누리당 오세훈,876
서울특별시,종로구,가회동,가회동투표소,더불어민주당 정세균,1038
서울특별시,종로구,가회동,가회동투표소,국민의당 박태순,139
서울특별시,종로구,가회동,가회동투표소,정의당 윤공규,19
서울특별시,종로구,가회동,가회동투표소,노동당 김한울,4
서울특별시,종로구,가회동,가회동투표소,녹색당 하승수,18
서울특별시,종로구,가회동,가회동투표소,진리대한당 이석인,3
서울특별시,종로구,가회동,가회동투표소,한나라당 박종구,0
서울특별시,종로구,가회동,가회동투표소,무소속 김대한,5
서울특별시,종로구,가회동,가회동투표소,무소속 이원옥,5
서울특별시,종로구,가회동,가회동투표소,무효 투표수,10
서울특별시,종로구,가회동,가회동투표소,기권자수,1377
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,선거인수,570
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,투표수,570
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,새누리당 오세훈,218
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,더불어민주당 정세균,314
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,국민의당 박태순,27
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,정의당 윤공규,4
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,노동당 김한울,0
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,녹색당 하승수,3
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,진리대한당 이석인,0
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,한나라당 박종구,0
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,무소속 김대한,0
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,무소속 이원옥,1
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,무효 투표수,3
서울특별시,종로구,종로1·2·3·4가동,관내사전투표,기권자수,0
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,선거인수,3464
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,투표수,1324
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,새누리당 오세훈,659
