시도명,선거구명,법정읍면동명,투표구명,후보자,득표수
서울특별시,종로구,삼청동,삼청동투표소,불교연합당 정재복,2
서울특별시,종로구,삼청동,삼청동투표소,진보신당 최백순,18
서울특별시,종로구,삼청동,삼청동투표소,무소속 류승구,7
서울특별시,종로구,삼청동,삼청동투표소,무소속 서맹종,0
서울특별시,종로구,삼청동,삼청동투표소,무효 투표수,14
서울특별시,종로구,삼청동,삼청동투표소,기권자수,1123
서울특별시,종로구,부암동,부암동제1투,선거인수,3620
서울특별시,종로구,부암동,부암동제1투,투표수,2077
서울특별시,종로구,부암동,부암동제1투,새누리당 홍사덕,987
서울특별시,종로구,부암동,부암동제1투,민주통합당 정세균,1011
서울특별시,종로구,부암동,부암동제1투,국민의 힘 김준수,2
서울특별시,종로구,부암동,부암동제1투,국민행복당 홍성훈,3
서울특별시,종로구,부암동,부암동제1투,불교연합당 정재복,1
서울특별시,종로구,부암동,부암동제1투,진보신당 최백순,34
서울특별시,종로구,부암동,부암동제1투,무소속 류승구,12
서울특별시,종로구,부암동,부암동제1투,무소속 서맹종,5
서울특별시,종로구,부암동,부암동제1투,무효 투표수,22
서울특별시,종로구,부암동,부암동제1투,기권자수,1543
서울특별시,종로구,부암동,부암동제2투,선거인수,2701
서울특별시,종로구,부암동,부암동제2투,투표수,1640
서울특별시,종로구,부암동,부암동제2투,새누리당 홍사덕,786
서울특별시,종로구,부암동,부암동제2투,민주통합당 정세균,795
서울특별시,종로구,부암동,부암동제2투,국민의 힘 김준수,5
서울특별시,종로구,부암동,부암동제2투,국민행복당 홍성훈,3
서울특별시,종로구,부암동,부암동제2투,불교연합당 정재복,0
서울특별시,종로구,부암동,부암동제2투,진보신당 최백순,24
서울특별시,종로구,부암동,부암동제2투,무소속 류승구,7
서울특별시,종로구,부암동,부암동제2투,무소속 서맹종,0
서울특별시,종로구,부암동,부암동제2투,무효 투표수,20
서울특별시,종로구,부암동,부암동제2투,기권자수,1061
서울특별시,종로구,부암동,부암동제3투,선거인수,2701
서울특별시,종로구,부암동,부암동제3투,투표수,1627
서울특별시,종로구,부암동,부암동제3투,새누리당 홍사덕,851
서울특별시,종로구,부암동,부암동제3투,민주통합당 정세균,733
서울특별시,종로구,부암동,부암동제3투,국민의 힘 김준수,0
서울특별시,종로구,부암동,부암동제3투,국민행복당 홍성훈,1
서울특별시,종로구,부암동,부암동제3투,불교연합당 정재복,0
서울특별시,종로구,부암동,부암동제3투,진보신당 최백순,16
서울특별시,종로구,부암동,부암동제3투,무소속 류승구,4
서울특별시,종로구,부암동,부암동제3투,무소속 서맹종,3
서울특별시,종로구,부암동,부암동제3투,무효 투표수,19
서울특별시,종로구,부암동,부암동제3투,기권자수,1074
서울특별시,종로구,평창동,평창동제1투,선거인수,3221
서울특별시,종로구,평창동,평창동제1투,투표수,1826
서울특별시,종로구,평창동,평창동제1투,새누리당 홍사덕,1062
서울특별시,종로구,평창동,평창동제1투,민주통합당 정세균,733
서울특별시,종로구,평창동,평창동제1투,국민의 힘 김준수,3
서울특별시,종로구,평창동,평창동제1투,국민행복당 홍성훈,3
서울특별시,종로구,평창동,평창동제1투,불교연합당 정재복,1
서울특별시,종로구,평창동,평창동제1투,진보신당 최백순,9
서울특별시,종로구,평창동,평창동제1투,무소속 류승구,1
서울특별시,종로구,평창동,평창동제1투,무소속 서맹종,2
서울특별시,종로구,평창동,평창동제1투,무효 투표수,12
서울특별시,종로구,평창동,평창동제1투,기권자수,1395
서울특별시,종로구,평창동,평창동제2투,선거인수,4652
서울특별시,종로구,평창동,평창동제2투,투표수,2815
서울특별시,종로구,평창동,평창동제2투,새누리당 홍사덕,1754
서울특별시,종로구,평창동,평창동제2투,민주통합당 정세균,1024
서울특별시,종로구,평창동,평창동제2투,국민의 힘 김준수,3
서울특별시,종로구,평창동,평창동제2투,국민행복당 홍성훈,1
서울특별시,종로구,평창동,평창동제2투,불교연합당 정재복,0
서울특별시,종로구,평창동,평창동제2투,진보신당 최백순,17
서울특별시,종로구,평창동,평창동제2투,무소속 류승구,1
서울특별시,종로구,평창동,평창동제2투,무소속 서맹종,3
서울특별시,종로구,평창동,평창동제2투,무효 투표수,12
서울특별시,종로구,평창동,평창동제2투,기권자수,1837
서울특별시,종로구,평창동,평창동제3투,선거인수,2516
서울특별시,종로구,평창동,평창동제3투,투표수,1537
서울특별시,종로구,평창동,평창동제3투,새누리당 홍사덕,906
서울특별시,종로구,평창동,평창동제3투,민주통합당 정세균,584
서울특별시,종로구,평창동,평창동제3투,국민의 힘 김준수,0
서울특별시,종로구,평창동,평창동제3투,국민행복당 홍성훈,8
서울특별시,종로구,평창동,평창동제3투,불교연합당 정재복,2
서울특별시,종로구,평창동,평창동제3투,진보신당 최백순,16
서울특별시,종로구,평창동,평창동제3투,무소속 류승구,2
서울특별시,종로구,평창동,평창동제3투,무소속 서맹종,1
서울특별시,종로구,평창동,평창동제3투,무효 투표수,18
서울특별시,종로구,평창동,평창동제3투,기권자수,979
서울특별시,종로구,평창동,평창동제4투,선거인수,2507
서울특별시,종로구,평창동,평창동제4투,투표수,1590
서울특별시,종로구,평창동,평창동제4투,새누리당 홍사덕,862
서울특별시,종로구,평창동,평창동제4투,민주통합당 정세균,688
서울특별시,종로구,평창동,평창동제4투,국민의 힘 김준수,1
서울특별시,종로구,평창동,평창동제4투,국민행복당 홍성훈,9
서울특별시,종로구,평창동,평창동제4투,불교연합당 정재복,2
서울특별시,종로구,평창동,평창동제4투,진보신당 최백순,10
서울특별시,종로구,평창동,평창동제4투,무소속 류승구,5
서울특별시,종로구,평창동,평창동제4투,무소속 서맹종,2
서울특별시,종로구,평창동,평창동제4투,무효 투표수,11
서울특별시,종로구,평창동,평창동제4투,기권자수,917
서울특별시,종로구,평창동,평창동제5투,선거인수,2848
서울특별시,종로구,평창동,평창동제5투,투표수,1763
서울특별시,종로구,평창동,평창동제5투,새누리당 홍사덕,1012
서울특별시,종로구,평창동,평창동제5투,민주통합당 정세균,717
서울특별시,종로구,평창동,평창동제5투,국민의 힘 김준수,1
서울특별시,종로구,평창동,평창동제5투,국민행복당 홍성훈,3
서울특별시,종로구,평창동,평창동제5투,불교연합당 정재복,2
서울특별시,종로구,평창동,평창동제5투,진보신당 최백순,13
서울특별시,종로구,평창동,평창동제5투,무소속 류승구,3
서울특별시,종로구,평창동,평창동제5투,무소속 서맹종,4
서울특별시,종로구,평창동,평창동제5투,무효 투표수,8
서울특별시,종로구,평창동,평창동제5투,기권자수,1085
서울특별시,종로구,무악동,무악동제1투,선거인수,2434
서울특별시,종로구,무악동,무악동제1투,투표수,1623
서울특별시,종로구,무악동,무악동제1투,새누리당 홍사덕,795
서울특별시,종로구,무악동,무악동제1투,민주통합당 정세균,795
서울특별시,종로구,무악동,무악동제1투,국민의 힘 김준수,3
서울특별시,종로구,무악동,무악동제1투,국민행복당 홍성훈,1
서울특별시,종로구,무악동,무악동제1투,불교연합당 정재복,1
서울특별시,종로구,무악동,무악동제1투,진보신당 최백순,7
서울특별시,종로구,무악동,무악동제1투,무소속 류승구,0
서울특별시,종로구,무악동,무악동제1투,무소속 서맹종,0
서울특별시,종로구,무악동,무악동제1투,무효 투표수,21
서울특별시,종로구,무악동,무악동제1투,기권자수,811
서울특별시,종로구,무악동,무악동제2투,선거인수,4194
서울특별시,종로구,무악동,무악동제2투,투표수,2556
서울특별시,종로구,무악동,무악동제2투,새누리당 홍사덕,1200
서울특별시,종로구,무악동,무악동제2투,민주통합당 정세균,1311
서울특별시,종로구,무악동,무악동제2투,국민의 힘 김준수,1
서울특별시,종로구,무악동,무악동제2투,국민행복당 홍성훈,5
서울특별시,종로구,무악동,무악동제2투,불교연합당 정재복,5
서울특별시,종로구,무악동,무악동제2투,진보신당 최백순,12
서울특별시,종로구,무악동,무악동제2투,무소속 류승구,8
서울특별시,종로구,무악동,무악동제2투,무소속 서맹종,0
서울특별시,종로구,무악동,무악동제2투,무효 투표수,14
서울특별시,종로구,무악동,무악동제2투,기권자수,1638
서울특별시,종로구,교남동,교남동제1투,선거인수,4417
서울특별시,종로구,교남동,교남동제1투,투표수,2233
서울특별시,종로구,교남동,교남동제1투,새누리당 홍사덕,931
서울특별시,종로구,교남동,교남동제1투,민주통합당 정세균,1212
서울특별시,종로구,교남동,교남동제1투,국민의 힘 김준수,5
서울특별시,종로구,교남동,교남동제1투,국민행복당 홍성훈,2
서울특별시,종로구,교남동,교남동제1투,불교연합당 정재복,2
서울특별시,종로구,교남동,교남동제1투,진보신당 최백순,27
서울특별시,종로구,교남동,교남동제1투,무소속 류승구,13
서울특별시,종로구,교남동,교남동제1투,무소속 서맹종,7
서울특별시,종로구,교남동,교남동제1투,무효 투표수,34
서울특별시,종로구,교남동,교남동제1투,기권자수,2184
서울특별시,종로구,교남동,교남동제2투,선거인수,3135
서울특별시,종로구,교남동,교남동제2투,투표수,1641
서울특별시,종로구,교남동,교남동제2투,새누리당 홍사덕,723
서울특별시,종로구,교남동,교남동제2투,민주통합당 정세균,873
서울특별시,종로구,교남동,교남동제2투,국민의 힘 김준수,4
서울특별시,종로구,교남동,교남동제2투,국민행복당 홍성훈,1
서울특별시,종로구,교남동,교남동제2투,불교연합당 정재복,2
서울특별시,종로구,교남동,교남동제2투,진보신당 최백순,14
서울특별시,종로구,교남동,교남동제2투,무소속 류승구,1
서울특별시,종로구,교남동,교남동제2투,무소속 서맹종,3
서울특별시,종로구,교남동,교남동제2투,무효 투표수,20
서울특별시,종로구,교남동,교남동제2투,기권자수,1494
서울특별시,종로구,가회동,가회동투표소,선거인수,4575
서울특별시,종로구,가회동,가회동투표소,투표수,2730
서울특별시,종로구,가회동,가회동투표소,새누리당 홍사덕,1306
서울특별시,종로구,가회동,가회동투표소,민주통합당 정세균,1336
서울특별시,종로구,가회동,가회동투표소,국민의 힘 김준수,0
서울특별시,종로구,가회동,가회동투표소,국민행복당 홍성훈,12
서울특별시,종로구,가회동,가회동투표소,불교연합당 정재복,1
서울특별시,종로구,가회동,가회동투표소,진보신당 최백순,33
서울특별시,종로구,가회동,가회동투표소,무소속 류승구,8
서울특별시,종로구,가회동,가회동투표소,무소속 서맹종,4
서울특별시,종로구,가회동,가회동투표소,무효 투표수,30
서울특별시,종로구,가회동,가회동투표소,기권자수,1845
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,선거인수,3960
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,투표수,1670
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,새누리당 홍사덕,874
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,민주통합당 정세균,763
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,국민의 힘 김준수,1
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,국민행복당 홍성훈,7
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,불교연합당 정재복,3
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,진보신당 최백순,3
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,무소속 류승구,0
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,무소속 서맹종,4
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,무효 투표수,15
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제1투,기권자수,2290
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,선거인수,3358
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,투표수,1835
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,새누리당 홍사덕,920
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,민주통합당 정세균,855
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,국민의 힘 김준수,3
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,국민행복당 홍성훈,9
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,불교연합당 정재복,1
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,진보신당 최백순,12
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,무소속 류승구,4
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,무소속 서맹종,4
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,무효 투표수,27
서울특별시,종로구,종로1·2·3·4가동,종로1·2·3·4가동제2투,기권자수,1523
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,선거인수,2425
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,투표수,1202
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,새누리당 홍사덕,605
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,민주통합당 정세균,565
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,국민의 힘 김준수,3
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,국민행복당 홍성훈,3
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,불교연합당 정재복,3
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,진보신당 최백순,6
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,무소속 류승구,6
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,무소속 서맹종,0
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,무효 투표수,11
서울특별시,종로구,종로5·6가동,종로5·6가동제1투,기권자수,1223
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,선거인수,2820
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,투표수,1464
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,새누리당 홍사덕,581
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,민주통합당 정세균,847
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,국민의 힘 김준수,2
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,국민행복당 홍성훈,3
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,불교연합당 정재복,1
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,진보신당 최백순,4
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,무소속 류승구,2
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,무소속 서맹종,7
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,무효 투표수,17
서울특별시,종로구,종로5·6가동,종로5·6가동제2투,기권자수,1356
서울특별시,종로구,이화동,이화동제1투,선거인수,4004
서울특별시,종로구,이화동,이화동제1투,투표수,2309
서울특별시,종로구,이화동,이화동제1투,새누리당 홍사덕,855
서울특별시,종로구,이화동,이화동제1투,민주통합당 정세균,1370
서울특별시,종로구,이화동,이화동제1투,국민의 힘 김준수,10
서울특별시,종로구,이화동,이화동제1투,국민행복당 홍성훈,6
서울특별시,종로구,이화동,이화동제1투,불교연합당 정재복,4
서울특별시,종로구,이화동,이화동제1투,진보신당 최백순,21
서울특별시,종로구,이화동,이화동제1투,무소속 류승구,3
서울특별시,종로구,이화동,이화동제1투,무소속 서맹종,13
서울특별시,종로구,이화동,이화동제1투,무효 투표수,27
서울특별시,종로구,이화동,이화동제1투,기권자수,1695
서울특별시,종로구,이화동,이화동제2투,선거인수,3826
서울특별시,종로구,이화동,이화동제2투,투표수,1892
서울특별시,종로구,이화동,이화동제2투,새누리당 홍사덕,758
서울특별시,종로구,이화동,이화동제2투,민주통합당 정세균,1078
서울특별시,종로구,이화동,이화동제2투,국민의 힘 김준수,10
서울특별시,종로구,이화동,이화동제2투,국민행복당 홍성훈,1
서울특별시,종로구,이화동,이화동제2투,불교연합당 정재복,3
서울특별시,종로구,이화동,이화동제2투,진보신당 최백순,14
서울특별시,종로구,이화동,이화동제2투,무소속 류승구,4
서울특별시,종로구,이화동,이화동제2투,무소속 서맹종,1
서울특별시,종로구,이화동,이화동제2투,무효 투표수,23
서울특별시,종로구,이화동,이화동제2투,기권자수,1934
서울특별시,종로구,혜화동,혜화동제1투,선거인수,3625
서울특별시,종로구,혜화동,혜화동제1투,투표수,2298
서울특별시,종로구,혜화동,혜화동제1투,새누리당 홍사덕,956
서울특별시,종로구,혜화동,혜화동제1투,민주통합당 정세균,1266
서울특별시,종로구,혜화동,혜화동제1투,국민의 힘 김준수,3
서울특별시,종로구,혜화동,혜화동제1투,국민행복당 홍성훈,3
서울특별시,종로구,혜화동,혜화동제1투,불교연합당 정재복,1
서울특별시,종로구,혜화동,혜화동제1투,진보신당 최백순,26
서울특별시,종로구,혜화동,혜화동제1투,무소속 류승구,7
서울특별시,종로구,혜화동,혜화동제1투,무소속 서맹종,9
서울특별시,종로구,혜화동,혜화동제1투,무효 투표수,27
서울특별시,종로구,혜화동,혜화동제1투,기권자수,1327
서울특별시,종로구,혜화동,혜화동제2투,선거인수,3051
서울특별시,종로구,혜화동,혜화동제2투,투표수,1822
서울특별시,종로구,혜화동,혜화동제2투,새누리당 홍사덕,827
서울특별시,종로구,혜화동,혜화동제2투,민주통합당 정세균,944
서울특별시,종로구,혜화동,혜화동제2투,국민의 힘 김준수,4
서울특별시,종로구,혜화동,혜화동제2투,국민행복당 홍성훈,5
서울특별시,종로구,혜화동,혜화동제2투,불교연합당 정재복,1
서울특별시,종로구,혜화동,혜화동제2투,진보신당 최백순,14
서울특별시,종로구,혜화동,혜화동제2투,무소속 류승구,3
서울특별시,종로구,혜화동,혜화동제2투,무소속 서맹종,4
서울특별시,종로구,혜화동,혜화동제2투,무효 투표수,20
서울특별시,종로구,혜화동,혜화동제2투,기권자수,1229
서울특별시,종로구,혜화동,혜화동제3투,선거인수,3319
서울특별시,종로구,혜화동,혜화동제3투,투표수,2000
서울특별시,종로구,혜화동,혜화동제3투,새누리당 홍사덕,922
서울특별시,종로구,혜화동,혜화동제3투,민주통합당 정세균,1017
서울특별시,종로구,혜화동,혜화동제3투,국민의 힘 김준수,0
서울특별시,종로구,혜화동,혜화동제3투,국민행복당 홍성훈,5
서울특별시,종로구,혜화동,혜화동제3투,불교연합당 정재복,1
서울특별시,종로구,혜화동,혜화동제3투,진보신당 최백순,30
서울특별시,종로구,혜화동,혜화동제3투,무소속 류승구,2
서울특별시,종로구,혜화동,혜화동제3투,무소속 서맹종,6
서울특별시,종로구,혜화동,혜화동제3투,무효 투표수,17
서울특별시,종로구,혜화동,혜화동제3투,기권자수,1319
서울특별시,종로구,명륜3가동,명륜3가동제1투,선거인수,2862
서울특별시,종로구,명륜3가동,명륜3가동제1투,투표수,1703
서울특별시,종로구,명륜3가동,명륜3가동제1투,새누리당 홍사덕,549
서울특별시,종로구,명륜3가동,명륜3가동제1투,민주통합당 정세균,1071
서울특별시,종로구,명륜3가동,명륜3가동제1투,국민의 힘 김준수,4
서울특별시,종로구,명륜3가동,명륜3가동제1투,국민행복당 홍성훈,2
서울특별시,종로구,명륜3가동,명륜3가동제1투,불교연합당 정재복,2
서울특별시,종로구,명륜3가동,명륜3가동제1투,진보신당 최백순,38
서울특별시,종로구,명륜3가동,명륜3가동제1투,무소속 류승구,6
서울특별시,종로구,명륜3가동,명륜3가동제1투,무소속 서맹종,4
서울특별시,종로구,명륜3가동,명륜3가동제1투,무효 투표수,27
서울특별시,종로구,명륜3가동,명륜3가동제1투,기권자수,1159
서울특별시,종로구,명륜3가동,명륜3가동제2투,선거인수,2602
서울특별시,종로구,명륜3가동,명륜3가동제2투,투표수,1501
서울특별시,종로구,명륜3가동,명륜3가동제2투,새누리당 홍사덕,576
서울특별시,종로구,명륜3가동,명륜3가동제2투,민주통합당 정세균,873
서울특별시,종로구,명륜3가동,명륜3가동제2투,국민의 힘 김준수,2
서울특별시,종로구,명륜3가동,명륜3가동제2투,국민행복당 홍성훈,3
서울특별시,종로구,명륜3가동,명륜3가동제2투,불교연합당 정재복,1
서울특별시,종로구,명륜3가동,명륜3가동제2투,진보신당 최백순,22
서울특별시,종로구,명륜3가동,명륜3가동제2투,무소속 류승구,3
서울특별시,종로구,명륜3가동,명륜3가동제2투,무소속 서맹종,2
서울특별시,종로구,명륜3가동,명륜3가동제2투,무효 투표수,19
서울특별시,종로구,명륜3가동,명륜3가동제2투,기권자수,1101
서울특별시,종로구,창신제1동,창신제1동제1투,선거인수,1965
서울특별시,종로구,창신제1동,창신제1동제1투,투표수,777
서울특별시,종로구,창신제1동,창신제1동제1투,새누리당 홍사덕,345
서울특별시,종로구,창신제1동,창신제1동제1투,민주통합당 정세균,413
서울특별시,종로구,창신제1동,창신제1동제1투,국민의 힘 김준수,0
서울특별시,종로구,창신제1동,창신제1동제1투,국민행복당 홍성훈,1
서울특별시,종로구,창신제1동,창신제1동제1투,불교연합당 정재복,1
서울특별시,종로구,창신제1동,창신제1동제1투,진보신당 최백순,3
서울특별시,종로구,창신제1동,창신제1동제1투,무소속 류승구,0
서울특별시,종로구,창신제1동,창신제1동제1투,무소속 서맹종,0
서울특별시,종로구,창신제1동,창신제1동제1투,무효 투표수,14
서울특별시,종로구,창신제1동,창신제1동제1투,기권자수,1188
서울특별시,종로구,창신제1동,창신제1동제2투,선거인수,3829
서울특별시,종로구,창신제1동,창신제1동제2투,투표수,2116
서울특별시,종로구,창신제1동,창신제1동제2투,새누리당 홍사덕,750
서울특별시,종로구,창신제1동,창신제1동제2투,민주통합당 정세균,1306
서울특별시,종로구,창신제1동,창신제1동제2투,국민의 힘 김준수,6
서울특별시,종로구,창신제1동,창신제1동제2투,국민행복당 홍성훈,5
서울특별시,종로구,창신제1동,창신제1동제2투,불교연합당 정재복,2
서울특별시,종로구,창신제1동,창신제1동제2투,진보신당 최백순,13
서울특별시,종로구,창신제1동,창신제1동제2투,무소속 류승구,5
서울특별시,종로구,창신제1동,창신제1동제2투,무소속 서맹종,5
서울특별시,종로구,창신제1동,창신제1동제2투,무효 투표수,24
