시도명,선거구명,법정읍면동명,투표구명,후보자,득표수
강원도,춘천시,신북읍,신북읍제1투,선거인수,1723
강원도,춘천시,신북읍,신북읍제1투,투표수,948
강원도,춘천시,신북읍,신북읍제1투,무효 투표수,12
강원도,춘천시,신북읍,신북읍제1투,기권자수,775
강원도,춘천시,신북읍,신북읍제1투,통합민주당 최윤,119
강원도,춘천시,신북읍,신북읍제1투,한나라당 허천,427
강원도,춘천시,신북읍,신북읍제1투,자유선진당 류종수,325
강원도,춘천시,신북읍,신북읍제1투,민주노동당 엄재철,29
강원도,춘천시,신북읍,신북읍제1투,평화통일가정당 전찬홍,17
강원도,춘천시,신북읍,신북읍제1투,무소속 유현규,19
강원도,춘천시,신북읍,신북읍제2투,선거인수,2168
강원도,춘천시,신북읍,신북읍제2투,투표수,1033
강원도,춘천시,신북읍,신북읍제2투,무효 투표수,9
강원도,춘천시,신북읍,신북읍제2투,기권자수,1135
강원도,춘천시,신북읍,신북읍제2투,통합민주당 최윤,125
강원도,춘천시,신북읍,신북읍제2투,한나라당 허천,454
강원도,춘천시,신북읍,신북읍제2투,자유선진당 류종수,365
강원도,춘천시,신북읍,신북읍제2투,민주노동당 엄재철,30
강원도,춘천시,신북읍,신북읍제2투,평화통일가정당 전찬홍,30
강원도,춘천시,신북읍,신북읍제2투,무소속 유현규,20
강원도,춘천시,신북읍,신북읍제3투,선거인수,1402
강원도,춘천시,신북읍,신북읍제3투,투표수,757
강원도,춘천시,신북읍,신북읍제3투,무효 투표수,19
강원도,춘천시,신북읍,신북읍제3투,기권자수,645
강원도,춘천시,신북읍,신북읍제3투,통합민주당 최윤,72
강원도,춘천시,신북읍,신북읍제3투,한나라당 허천,348
강원도,춘천시,신북읍,신북읍제3투,자유선진당 류종수,263
강원도,춘천시,신북읍,신북읍제3투,민주노동당 엄재철,40
강원도,춘천시,신북읍,신북읍제3투,평화통일가정당 전찬홍,10
강원도,춘천시,신북읍,신북읍제3투,무소속 유현규,5
강원도,춘천시,신북읍,신북읍제4투,선거인수,850
강원도,춘천시,신북읍,신북읍제4투,투표수,501
강원도,춘천시,신북읍,신북읍제4투,무효 투표수,3
강원도,춘천시,신북읍,신북읍제4투,기권자수,349
강원도,춘천시,신북읍,신북읍제4투,통합민주당 최윤,57
강원도,춘천시,신북읍,신북읍제4투,한나라당 허천,197
강원도,춘천시,신북읍,신북읍제4투,자유선진당 류종수,210
강원도,춘천시,신북읍,신북읍제4투,민주노동당 엄재철,20
강원도,춘천시,신북읍,신북읍제4투,평화통일가정당 전찬홍,5
강원도,춘천시,신북읍,신북읍제4투,무소속 유현규,9
강원도,춘천시,동면,동면제1투,선거인수,2110
강원도,춘천시,동면,동면제1투,투표수,1148
강원도,춘천시,동면,동면제1투,무효 투표수,7
강원도,춘천시,동면,동면제1투,기권자수,962
강원도,춘천시,동면,동면제1투,통합민주당 최윤,134
강원도,춘천시,동면,동면제1투,한나라당 허천,558
강원도,춘천시,동면,동면제1투,자유선진당 류종수,384
강원도,춘천시,동면,동면제1투,민주노동당 엄재철,34
강원도,춘천시,동면,동면제1투,평화통일가정당 전찬홍,10
강원도,춘천시,동면,동면제1투,무소속 유현규,21
강원도,춘천시,동면,동면제2투,선거인수,2039
강원도,춘천시,동면,동면제2투,투표수,1131
강원도,춘천시,동면,동면제2투,무효 투표수,18
강원도,춘천시,동면,동면제2투,기권자수,908
강원도,춘천시,동면,동면제2투,통합민주당 최윤,125
강원도,춘천시,동면,동면제2투,한나라당 허천,637
강원도,춘천시,동면,동면제2투,자유선진당 류종수,300
강원도,춘천시,동면,동면제2투,민주노동당 엄재철,23
강원도,춘천시,동면,동면제2투,평화통일가정당 전찬홍,15
강원도,춘천시,동면,동면제2투,무소속 유현규,13
강원도,춘천시,동면,동면제3투,선거인수,252
강원도,춘천시,동면,동면제3투,투표수,153
강원도,춘천시,동면,동면제3투,무효 투표수,3
강원도,춘천시,동면,동면제3투,기권자수,99
강원도,춘천시,동면,동면제3투,통합민주당 최윤,16
강원도,춘천시,동면,동면제3투,한나라당 허천,76
강원도,춘천시,동면,동면제3투,자유선진당 류종수,50
강원도,춘천시,동면,동면제3투,민주노동당 엄재철,4
강원도,춘천시,동면,동면제3투,평화통일가정당 전찬홍,2
강원도,춘천시,동면,동면제3투,무소속 유현규,2
강원도,춘천시,동산면,동산면제1투,선거인수,799
강원도,춘천시,동산면,동산면제1투,투표수,498
강원도,춘천시,동산면,동산면제1투,무효 투표수,4
강원도,춘천시,동산면,동산면제1투,기권자수,301
강원도,춘천시,동산면,동산면제1투,통합민주당 최윤,35
강원도,춘천시,동산면,동산면제1투,한나라당 허천,197
강원도,춘천시,동산면,동산면제1투,자유선진당 류종수,234
강원도,춘천시,동산면,동산면제1투,민주노동당 엄재철,12
강원도,춘천시,동산면,동산면제1투,평화통일가정당 전찬홍,9
강원도,춘천시,동산면,동산면제1투,무소속 유현규,7
강원도,춘천시,동산면,동산면제2투,선거인수,597
강원도,춘천시,동산면,동산면제2투,투표수,382
강원도,춘천시,동산면,동산면제2투,무효 투표수,4
강원도,춘천시,동산면,동산면제2투,기권자수,215
강원도,춘천시,동산면,동산면제2투,통합민주당 최윤,38
강원도,춘천시,동산면,동산면제2투,한나라당 허천,147
강원도,춘천시,동산면,동산면제2투,자유선진당 류종수,176
강원도,춘천시,동산면,동산면제2투,민주노동당 엄재철,5
강원도,춘천시,동산면,동산면제2투,평화통일가정당 전찬홍,8
강원도,춘천시,동산면,동산면제2투,무소속 유현규,4
강원도,춘천시,신동면,신동면투표소,선거인수,2101
강원도,춘천시,신동면,신동면투표소,투표수,1254
강원도,춘천시,신동면,신동면투표소,무효 투표수,18
강원도,춘천시,신동면,신동면투표소,기권자수,847
강원도,춘천시,신동면,신동면투표소,통합민주당 최윤,131
강원도,춘천시,신동면,신동면투표소,한나라당 허천,455
강원도,춘천시,신동면,신동면투표소,자유선진당 류종수,561
강원도,춘천시,신동면,신동면투표소,민주노동당 엄재철,30
강원도,춘천시,신동면,신동면투표소,평화통일가정당 전찬홍,32
강원도,춘천시,신동면,신동면투표소,무소속 유현규,27
강원도,춘천시,동내면,동내면제1투,선거인수,1839
강원도,춘천시,동내면,동내면제1투,투표수,970
강원도,춘천시,동내면,동내면제1투,무효 투표수,11
강원도,춘천시,동내면,동내면제1투,기권자수,869
강원도,춘천시,동내면,동내면제1투,통합민주당 최윤,119
강원도,춘천시,동내면,동내면제1투,한나라당 허천,398
강원도,춘천시,동내면,동내면제1투,자유선진당 류종수,333
강원도,춘천시,동내면,동내면제1투,민주노동당 엄재철,48
강원도,춘천시,동내면,동내면제1투,평화통일가정당 전찬홍,46
강원도,춘천시,동내면,동내면제1투,무소속 유현규,15
강원도,춘천시,동내면,동내면제2투,선거인수,2344
강원도,춘천시,동내면,동내면제2투,투표수,1214
강원도,춘천시,동내면,동내면제2투,무효 투표수,16
강원도,춘천시,동내면,동내면제2투,기권자수,1130
강원도,춘천시,동내면,동내면제2투,통합민주당 최윤,125
강원도,춘천시,동내면,동내면제2투,한나라당 허천,459
강원도,춘천시,동내면,동내면제2투,자유선진당 류종수,524
강원도,춘천시,동내면,동내면제2투,민주노동당 엄재철,55
강원도,춘천시,동내면,동내면제2투,평화통일가정당 전찬홍,12
강원도,춘천시,동내면,동내면제2투,무소속 유현규,23
강원도,춘천시,동내면,동내면제3투,선거인수,3542
강원도,춘천시,동내면,동내면제3투,투표수,1730
강원도,춘천시,동내면,동내면제3투,무효 투표수,6
강원도,춘천시,동내면,동내면제3투,기권자수,1812
강원도,춘천시,동내면,동내면제3투,통합민주당 최윤,279
강원도,춘천시,동내면,동내면제3투,한나라당 허천,646
강원도,춘천시,동내면,동내면제3투,자유선진당 류종수,682
강원도,춘천시,동내면,동내면제3투,민주노동당 엄재철,55
강원도,춘천시,동내면,동내면제3투,평화통일가정당 전찬홍,15
강원도,춘천시,동내면,동내면제3투,무소속 유현규,47
강원도,춘천시,남면,남면투표소,선거인수,1008
강원도,춘천시,남면,남면투표소,투표수,629
강원도,춘천시,남면,남면투표소,무효 투표수,6
강원도,춘천시,남면,남면투표소,기권자수,379
강원도,춘천시,남면,남면투표소,통합민주당 최윤,38
강원도,춘천시,남면,남면투표소,한나라당 허천,173
강원도,춘천시,남면,남면투표소,자유선진당 류종수,382
강원도,춘천시,남면,남면투표소,민주노동당 엄재철,15
강원도,춘천시,남면,남면투표소,평화통일가정당 전찬홍,4
강원도,춘천시,남면,남면투표소,무소속 유현규,11
강원도,춘천시,남산면,남산면제1투,선거인수,1901
강원도,춘천시,남산면,남산면제1투,투표수,944
강원도,춘천시,남산면,남산면제1투,무효 투표수,15
강원도,춘천시,남산면,남산면제1투,기권자수,957
강원도,춘천시,남산면,남산면제1투,통합민주당 최윤,88
강원도,춘천시,남산면,남산면제1투,한나라당 허천,358
강원도,춘천시,남산면,남산면제1투,자유선진당 류종수,407
강원도,춘천시,남산면,남산면제1투,민주노동당 엄재철,46
강원도,춘천시,남산면,남산면제1투,평화통일가정당 전찬홍,12
강원도,춘천시,남산면,남산면제1투,무소속 유현규,18
강원도,춘천시,남산면,남산면제2투,선거인수,738
강원도,춘천시,남산면,남산면제2투,투표수,456
강원도,춘천시,남산면,남산면제2투,무효 투표수,1
강원도,춘천시,남산면,남산면제2투,기권자수,282
강원도,춘천시,남산면,남산면제2투,통합민주당 최윤,37
강원도,춘천시,남산면,남산면제2투,한나라당 허천,172
강원도,춘천시,남산면,남산면제2투,자유선진당 류종수,212
강원도,춘천시,남산면,남산면제2투,민주노동당 엄재철,27
강원도,춘천시,남산면,남산면제2투,평화통일가정당 전찬홍,3
강원도,춘천시,남산면,남산면제2투,무소속 유현규,4
강원도,춘천시,남산면,남산면제3투,선거인수,694
강원도,춘천시,남산면,남산면제3투,투표수,361
강원도,춘천시,남산면,남산면제3투,무효 투표수,2
강원도,춘천시,남산면,남산면제3투,기권자수,333
강원도,춘천시,남산면,남산면제3투,통합민주당 최윤,30
강원도,춘천시,남산면,남산면제3투,한나라당 허천,170
강원도,춘천시,남산면,남산면제3투,자유선진당 류종수,137
강원도,춘천시,남산면,남산면제3투,민주노동당 엄재철,9
강원도,춘천시,남산면,남산면제3투,평화통일가정당 전찬홍,7
강원도,춘천시,남산면,남산면제3투,무소속 유현규,6
강원도,춘천시,서면,서면제1투,선거인수,1155
강원도,춘천시,서면,서면제1투,투표수,654
강원도,춘천시,서면,서면제1투,무효 투표수,10
강원도,춘천시,서면,서면제1투,기권자수,501
강원도,춘천시,서면,서면제1투,통합민주당 최윤,79
강원도,춘천시,서면,서면제1투,한나라당 허천,316
강원도,춘천시,서면,서면제1투,자유선진당 류종수,203
강원도,춘천시,서면,서면제1투,민주노동당 엄재철,31
강원도,춘천시,서면,서면제1투,평화통일가정당 전찬홍,10
강원도,춘천시,서면,서면제1투,무소속 유현규,5
강원도,춘천시,서면,서면제2투,선거인수,1541
강원도,춘천시,서면,서면제2투,투표수,822
강원도,춘천시,서면,서면제2투,무효 투표수,10
강원도,춘천시,서면,서면제2투,기권자수,719
강원도,춘천시,서면,서면제2투,통합민주당 최윤,109
강원도,춘천시,서면,서면제2투,한나라당 허천,312
강원도,춘천시,서면,서면제2투,자유선진당 류종수,342
강원도,춘천시,서면,서면제2투,민주노동당 엄재철,30
강원도,춘천시,서면,서면제2투,평화통일가정당 전찬홍,14
강원도,춘천시,서면,서면제2투,무소속 유현규,5
강원도,춘천시,서면,서면제3투,선거인수,672
강원도,춘천시,서면,서면제3투,투표수,389
강원도,춘천시,서면,서면제3투,무효 투표수,8
강원도,춘천시,서면,서면제3투,기권자수,283
강원도,춘천시,서면,서면제3투,통합민주당 최윤,32
강원도,춘천시,서면,서면제3투,한나라당 허천,205
강원도,춘천시,서면,서면제3투,자유선진당 류종수,117
강원도,춘천시,서면,서면제3투,민주노동당 엄재철,13
강원도,춘천시,서면,서면제3투,평화통일가정당 전찬홍,9
강원도,춘천시,서면,서면제3투,무소속 유현규,5
강원도,춘천시,사북면,사북면제1투,선거인수,670
강원도,춘천시,사북면,사북면제1투,투표수,395
강원도,춘천시,사북면,사북면제1투,무효 투표수,5
강원도,춘천시,사북면,사북면제1투,기권자수,275
강원도,춘천시,사북면,사북면제1투,통합민주당 최윤,43
강원도,춘천시,사북면,사북면제1투,한나라당 허천,217
강원도,춘천시,사북면,사북면제1투,자유선진당 류종수,91
강원도,춘천시,사북면,사북면제1투,민주노동당 엄재철,28
강원도,춘천시,사북면,사북면제1투,평화통일가정당 전찬홍,8
강원도,춘천시,사북면,사북면제1투,무소속 유현규,3
강원도,춘천시,사북면,사북면제2투,선거인수,322
강원도,춘천시,사북면,사북면제2투,투표수,203
강원도,춘천시,사북면,사북면제2투,무효 투표수,4
강원도,춘천시,사북면,사북면제2투,기권자수,119
강원도,춘천시,사북면,사북면제2투,통합민주당 최윤,23
강원도,춘천시,사북면,사북면제2투,한나라당 허천,78
강원도,춘천시,사북면,사북면제2투,자유선진당 류종수,59
강원도,춘천시,사북면,사북면제2투,민주노동당 엄재철,30
강원도,춘천시,사북면,사북면제2투,평화통일가정당 전찬홍,6
강원도,춘천시,사북면,사북면제2투,무소속 유현규,3
강원도,춘천시,사북면,사북면제3투,선거인수,1162
강원도,춘천시,사북면,사북면제3투,투표수,666
강원도,춘천시,사북면,사북면제3투,무효 투표수,6
강원도,춘천시,사북면,사북면제3투,기권자수,496
강원도,춘천시,사북면,사북면제3투,통합민주당 최윤,91
강원도,춘천시,사북면,사북면제3투,한나라당 허천,298
강원도,춘천시,사북면,사북면제3투,자유선진당 류종수,215
강원도,춘천시,사북면,사북면제3투,민주노동당 엄재철,25
강원도,춘천시,사북면,사북면제3투,평화통일가정당 전찬홍,19
강원도,춘천시,사북면,사북면제3투,무소속 유현규,12
강원도,춘천시,북산면,북산면제1투,선거인수,593
강원도,춘천시,북산면,북산면제1투,투표수,356
강원도,춘천시,북산면,북산면제1투,무효 투표수,5
강원도,춘천시,북산면,북산면제1투,기권자수,237
강원도,춘천시,북산면,북산면제1투,통합민주당 최윤,42
강원도,춘천시,북산면,북산면제1투,한나라당 허천,130
강원도,춘천시,북산면,북산면제1투,자유선진당 류종수,153
강원도,춘천시,북산면,북산면제1투,민주노동당 엄재철,13
강원도,춘천시,북산면,북산면제1투,평화통일가정당 전찬홍,8
강원도,춘천시,북산면,북산면제1투,무소속 유현규,5
강원도,춘천시,북산면,북산면제2투,선거인수,179
강원도,춘천시,북산면,북산면제2투,투표수,100
강원도,춘천시,북산면,북산면제2투,무효 투표수,3
강원도,춘천시,북산면,북산면제2투,기권자수,79
강원도,춘천시,북산면,북산면제2투,통합민주당 최윤,8
강원도,춘천시,북산면,북산면제2투,한나라당 허천,53
강원도,춘천시,북산면,북산면제2투,자유선진당 류종수,30
강원도,춘천시,북산면,북산면제2투,민주노동당 엄재철,4
강원도,춘천시,북산면,북산면제2투,평화통일가정당 전찬홍,1
강원도,춘천시,북산면,북산면제2투,무소속 유현규,1
강원도,춘천시,소양동,소양동제1투,선거인수,2533
강원도,춘천시,소양동,소양동제1투,투표수,1291
강원도,춘천시,소양동,소양동제1투,무효 투표수,10
강원도,춘천시,소양동,소양동제1투,기권자수,1242
강원도,춘천시,소양동,소양동제1투,통합민주당 최윤,174
강원도,춘천시,소양동,소양동제1투,한나라당 허천,522
강원도,춘천시,소양동,소양동제1투,자유선진당 류종수,508
강원도,춘천시,소양동,소양동제1투,민주노동당 엄재철,46
강원도,춘천시,소양동,소양동제1투,평화통일가정당 전찬홍,13
강원도,춘천시,소양동,소양동제1투,무소속 유현규,18
강원도,춘천시,소양동,소양동제2투,선거인수,2005
강원도,춘천시,소양동,소양동제2투,투표수,1036
강원도,춘천시,소양동,소양동제2투,무효 투표수,6
강원도,춘천시,소양동,소양동제2투,기권자수,969
강원도,춘천시,소양동,소양동제2투,통합민주당 최윤,138
강원도,춘천시,소양동,소양동제2투,한나라당 허천,477
강원도,춘천시,소양동,소양동제2투,자유선진당 류종수,364
강원도,춘천시,소양동,소양동제2투,민주노동당 엄재철,22
강원도,춘천시,소양동,소양동제2투,평화통일가정당 전찬홍,14
강원도,춘천시,소양동,소양동제2투,무소속 유현규,15
강원도,춘천시,소양동,소양동제3투,선거인수,1938
강원도,춘천시,소양동,소양동제3투,투표수,923
강원도,춘천시,소양동,소양동제3투,무효 투표수,6
강원도,춘천시,소양동,소양동제3투,기권자수,1015
강원도,춘천시,소양동,소양동제3투,통합민주당 최윤,106
강원도,춘천시,소양동,소양동제3투,한나라당 허천,446
강원도,춘천시,소양동,소양동제3투,자유선진당 류종수,325
강원도,춘천시,소양동,소양동제3투,민주노동당 엄재철,16
강원도,춘천시,소양동,소양동제3투,평화통일가정당 전찬홍,7
강원도,춘천시,소양동,소양동제3투,무소속 유현규,17
강원도,춘천시,교동,교동투표소,선거인수,3575
강원도,춘천시,교동,교동투표소,투표수,1665
강원도,춘천시,교동,교동투표소,무효 투표수,9
강원도,춘천시,교동,교동투표소,기권자수,1910
강원도,춘천시,교동,교동투표소,통합민주당 최윤,214
강원도,춘천시,교동,교동투표소,한나라당 허천,658
강원도,춘천시,교동,교동투표소,자유선진당 류종수,655
강원도,춘천시,교동,교동투표소,민주노동당 엄재철,71
강원도,춘천시,교동,교동투표소,평화통일가정당 전찬홍,26
강원도,춘천시,교동,교동투표소,무소속 유현규,32
강원도,춘천시,조운동,조운동투표소,선거인수,3150
강원도,춘천시,조운동,조운동투표소,투표수,1476
강원도,춘천시,조운동,조운동투표소,무효 투표수,9
강원도,춘천시,조운동,조운동투표소,기권자수,1674
강원도,춘천시,조운동,조운동투표소,통합민주당 최윤,174
강원도,춘천시,조운동,조운동투표소,한나라당 허천,603
강원도,춘천시,조운동,조운동투표소,자유선진당 류종수,622
강원도,춘천시,조운동,조운동투표소,민주노동당 엄재철,31
강원도,춘천시,조운동,조운동투표소,평화통일가정당 전찬홍,18
강원도,춘천시,조운동,조운동투표소,무소속 유현규,19
강원도,춘천시,약사명동,약사명동제1투,선거인수,1894
강원도,춘천시,약사명동,약사명동제1투,투표수,963
강원도,춘천시,약사명동,약사명동제1투,무효 투표수,12
강원도,춘천시,약사명동,약사명동제1투,기권자수,931
강원도,춘천시,약사명동,약사명동제1투,통합민주당 최윤,113
강원도,춘천시,약사명동,약사명동제1투,한나라당 허천,374
강원도,춘천시,약사명동,약사명동제1투,자유선진당 류종수,415
강원도,춘천시,약사명동,약사명동제1투,민주노동당 엄재철,17
강원도,춘천시,약사명동,약사명동제1투,평화통일가정당 전찬홍,16
강원도,춘천시,약사명동,약사명동제1투,무소속 유현규,16
강원도,춘천시,약사명동,약사명동제2투,선거인수,2224
강원도,춘천시,약사명동,약사명동제2투,투표수,1172
강원도,춘천시,약사명동,약사명동제2투,무효 투표수,5
강원도,춘천시,약사명동,약사명동제2투,기권자수,1052
강원도,춘천시,약사명동,약사명동제2투,통합민주당 최윤,163
강원도,춘천시,약사명동,약사명동제2투,한나라당 허천,486
강원도,춘천시,약사명동,약사명동제2투,자유선진당 류종수,467
강원도,춘천시,약사명동,약사명동제2투,민주노동당 엄재철,18
강원도,춘천시,약사명동,약사명동제2투,평화통일가정당 전찬홍,11
강원도,춘천시,약사명동,약사명동제2투,무소속 유현규,22
강원도,춘천시,근화동,근화동제1투,선거인수,4267
강원도,춘천시,근화동,근화동제1투,투표수,1933
강원도,춘천시,근화동,근화동제1투,무효 투표수,12
강원도,춘천시,근화동,근화동제1투,기권자수,2334
강원도,춘천시,근화동,근화동제1투,통합민주당 최윤,290
강원도,춘천시,근화동,근화동제1투,한나라당 허천,758
강원도,춘천시,근화동,근화동제1투,자유선진당 류종수,770
강원도,춘천시,근화동,근화동제1투,민주노동당 엄재철,57
강원도,춘천시,근화동,근화동제1투,평화통일가정당 전찬홍,17
강원도,춘천시,근화동,근화동제1투,무소속 유현규,29
강원도,춘천시,근화동,근화동제2투,선거인수,1718
강원도,춘천시,근화동,근화동제2투,투표수,840
강원도,춘천시,근화동,근화동제2투,무효 투표수,11
강원도,춘천시,근화동,근화동제2투,기권자수,878
강원도,춘천시,근화동,근화동제2투,통합민주당 최윤,112
강원도,춘천시,근화동,근화동제2투,한나라당 허천,333
강원도,춘천시,근화동,근화동제2투,자유선진당 류종수,352
강원도,춘천시,근화동,근화동제2투,민주노동당 엄재철,14
강원도,춘천시,근화동,근화동제2투,평화통일가정당 전찬홍,6
강원도,춘천시,근화동,근화동제2투,무소속 유현규,12
강원도,춘천시,후평1동,후평1동제1투,선거인수,1811
강원도,춘천시,후평1동,후평1동제1투,투표수,807
강원도,춘천시,후평1동,후평1동제1투,무효 투표수,6
강원도,춘천시,후평1동,후평1동제1투,기권자수,1004
강원도,춘천시,후평1동,후평1동제1투,통합민주당 최윤,99
강원도,춘천시,후평1동,후평1동제1투,한나라당 허천,339
강원도,춘천시,후평1동,후평1동제1투,자유선진당 류종수,320
강원도,춘천시,후평1동,후평1동제1투,민주노동당 엄재철,20
강원도,춘천시,후평1동,후평1동제1투,평화통일가정당 전찬홍,6
강원도,춘천시,후평1동,후평1동제1투,무소속 유현규,17
강원도,춘천시,후평1동,후평1동제2투,선거인수,2234
강원도,춘천시,후평1동,후평1동제2투,투표수,1054
강원도,춘천시,후평1동,후평1동제2투,무효 투표수,2
강원도,춘천시,후평1동,후평1동제2투,기권자수,1180
강원도,춘천시,후평1동,후평1동제2투,통합민주당 최윤,97
강원도,춘천시,후평1동,후평1동제2투,한나라당 허천,459
강원도,춘천시,후평1동,후평1동제2투,자유선진당 류종수,428
강원도,춘천시,후평1동,후평1동제2투,민주노동당 엄재철,40
강원도,춘천시,후평1동,후평1동제2투,평화통일가정당 전찬홍,12
강원도,춘천시,후평1동,후평1동제2투,무소속 유현규,16
강원도,춘천시,후평1동,후평1동제3투,선거인수,3004
강원도,춘천시,후평1동,후평1동제3투,투표수,1281
강원도,춘천시,후평1동,후평1동제3투,무효 투표수,5
강원도,춘천시,후평1동,후평1동제3투,기권자수,1723
강원도,춘천시,후평1동,후평1동제3투,통합민주당 최윤,166
강원도,춘천시,후평1동,후평1동제3투,한나라당 허천,484
강원도,춘천시,후평1동,후평1동제3투,자유선진당 류종수,516
강원도,춘천시,후평1동,후평1동제3투,민주노동당 엄재철,73
강원도,춘천시,후평1동,후평1동제3투,평화통일가정당 전찬홍,8
강원도,춘천시,후평1동,후평1동제3투,무소속 유현규,29
강원도,춘천시,후평1동,후평1동제4투,선거인수,3677
강원도,춘천시,후평1동,후평1동제4투,투표수,1792
강원도,춘천시,후평1동,후평1동제4투,무효 투표수,15
강원도,춘천시,후평1동,후평1동제4투,기권자수,1885
강원도,춘천시,후평1동,후평1동제4투,통합민주당 최윤,217
강원도,춘천시,후평1동,후평1동제4투,한나라당 허천,807
강원도,춘천시,후평1동,후평1동제4투,자유선진당 류종수,651
강원도,춘천시,후평1동,후평1동제4투,민주노동당 엄재철,55
강원도,춘천시,후평1동,후평1동제4투,평화통일가정당 전찬홍,21
강원도,춘천시,후평1동,후평1동제4투,무소속 유현규,26
강원도,춘천시,후평2동,후평2동제1투,선거인수,3359
강원도,춘천시,후평2동,후평2동제1투,투표수,1551
강원도,춘천시,후평2동,후평2동제1투,무효 투표수,9
강원도,춘천시,후평2동,후평2동제1투,기권자수,1808
강원도,춘천시,후평2동,후평2동제1투,통합민주당 최윤,225
강원도,춘천시,후평2동,후평2동제1투,한나라당 허천,633
강원도,춘천시,후평2동,후평2동제1투,자유선진당 류종수,581
강원도,춘천시,후평2동,후평2동제1투,민주노동당 엄재철,62
강원도,춘천시,후평2동,후평2동제1투,평화통일가정당 전찬홍,9
강원도,춘천시,후평2동,후평2동제1투,무소속 유현규,32
강원도,춘천시,후평2동,후평2동제2투,선거인수,2612
강원도,춘천시,후평2동,후평2동제2투,투표수,1118
강원도,춘천시,후평2동,후평2동제2투,무효 투표수,11
강원도,춘천시,후평2동,후평2동제2투,기권자수,1494
강원도,춘천시,후평2동,후평2동제2투,통합민주당 최윤,160
강원도,춘천시,후평2동,후평2동제2투,한나라당 허천,451
강원도,춘천시,후평2동,후평2동제2투,자유선진당 류종수,424
강원도,춘천시,후평2동,후평2동제2투,민주노동당 엄재철,38
강원도,춘천시,후평2동,후평2동제2투,평화통일가정당 전찬홍,7
강원도,춘천시,후평2동,후평2동제2투,무소속 유현규,27
강원도,춘천시,후평2동,후평2동제3투,선거인수,2862
강원도,춘천시,후평2동,후평2동제3투,투표수,1364
강원도,춘천시,후평2동,후평2동제3투,무효 투표수,5
강원도,춘천시,후평2동,후평2동제3투,기권자수,1498
강원도,춘천시,후평2동,후평2동제3투,통합민주당 최윤,228
강원도,춘천시,후평2동,후평2동제3투,한나라당 허천,553
강원도,춘천시,후평2동,후평2동제3투,자유선진당 류종수,490
강원도,춘천시,후평2동,후평2동제3투,민주노동당 엄재철,44
강원도,춘천시,후평2동,후평2동제3투,평화통일가정당 전찬홍,11
강원도,춘천시,후평2동,후평2동제3투,무소속 유현규,33
강원도,춘천시,후평3동,후평3동제1투,선거인수,3349
강원도,춘천시,후평3동,후평3동제1투,투표수,1732
강원도,춘천시,후평3동,후평3동제1투,무효 투표수,11
강원도,춘천시,후평3동,후평3동제1투,기권자수,1617
강원도,춘천시,후평3동,후평3동제1투,통합민주당 최윤,259
강원도,춘천시,후평3동,후평3동제1투,한나라당 허천,756
강원도,춘천시,후평3동,후평3동제1투,자유선진당 류종수,636
강원도,춘천시,후평3동,후평3동제1투,민주노동당 엄재철,38
강원도,춘천시,후평3동,후평3동제1투,평화통일가정당 전찬홍,12
강원도,춘천시,후평3동,후평3동제1투,무소속 유현규,20
강원도,춘천시,후평3동,후평3동제2투,선거인수,3187
강원도,춘천시,후평3동,후평3동제2투,투표수,1556
강원도,춘천시,후평3동,후평3동제2투,무효 투표수,8
강원도,춘천시,후평3동,후평3동제2투,기권자수,1631
강원도,춘천시,후평3동,후평3동제2투,통합민주당 최윤,268
강원도,춘천시,후평3동,후평3동제2투,한나라당 허천,626
강원도,춘천시,후평3동,후평3동제2투,자유선진당 류종수,556
강원도,춘천시,후평3동,후평3동제2투,민주노동당 엄재철,65
강원도,춘천시,후평3동,후평3동제2투,평화통일가정당 전찬홍,9
강원도,춘천시,후평3동,후평3동제2투,무소속 유현규,24
강원도,춘천시,후평3동,후평3동제3투,선거인수,3203
강원도,춘천시,후평3동,후평3동제3투,투표수,1460
강원도,춘천시,후평3동,후평3동제3투,무효 투표수,8
강원도,춘천시,후평3동,후평3동제3투,기권자수,1743
강원도,춘천시,후평3동,후평3동제3투,통합민주당 최윤,278
강원도,춘천시,후평3동,후평3동제3투,한나라당 허천,602
강원도,춘천시,후평3동,후평3동제3투,자유선진당 류종수,469
강원도,춘천시,후평3동,후평3동제3투,민주노동당 엄재철,63
강원도,춘천시,후평3동,후평3동제3투,평화통일가정당 전찬홍,15
강원도,춘천시,후평3동,후평3동제3투,무소속 유현규,25
강원도,춘천시,후평3동,후평3동제4투,선거인수,3189
강원도,춘천시,후평3동,후평3동제4투,투표수,1427
강원도,춘천시,후평3동,후평3동제4투,무효 투표수,10
강원도,춘천시,후평3동,후평3동제4투,기권자수,1762
강원도,춘천시,후평3동,후평3동제4투,통합민주당 최윤,226
강원도,춘천시,후평3동,후평3동제4투,한나라당 허천,533
강원도,춘천시,후평3동,후평3동제4투,자유선진당 류종수,564
강원도,춘천시,후평3동,후평3동제4투,민주노동당 엄재철,45
강원도,춘천시,후평3동,후평3동제4투,평화통일가정당 전찬홍,18
강원도,춘천시,후평3동,후평3동제4투,무소속 유현규,31
강원도,춘천시,후평3동,후평3동제5투,선거인수,3456
강원도,춘천시,후평3동,후평3동제5투,투표수,1772
강원도,춘천시,후평3동,후평3동제5투,무효 투표수,13
강원도,춘천시,후평3동,후평3동제5투,기권자수,1684
