elec,level,channel,source,n_units,p_no_fraud,p_nf_lo,p_nf_hi,p_incr,p_ext,fraud_share,Ft,Ft_lo,Ft_hi,Fw,Fw_lo,Fw_hi,n_flagged,rhat,not_converged,M1,M2,M3,D1,D2,D3,mebane_flag_which,n_iter,parcomp,elapsed,leader_side
20,constituency,sameday,marginal_null,234,0.9927,0.9797,0.9999,0.003,0.003,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0057,False,0.0006,0.0005,0.0001,0.9924,0.9964,1.0,,3000,TRUE,49.3,dem
20,constituency,sameday,joint_null,234,0.993,0.9802,0.9997,0.0029,0.0029,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0026,False,0.0004,0.0002,0.0003,0.9983,1.0,0.9971,,3000,TRUE,48.9,dem
20,constituency,total,real,234,0.9898,0.9731,0.9997,0.0057,0.003,0.0087,42613.9,0.0,176306.0,86844.3,0.0,360865.9,0,1.3594,True,0.0083,0.0083,0.0001,0.9854,0.9926,0.9999,,3000,TRUE,49.7,dem
20,constituency,total,marginal_null,234,0.9824,0.9541,0.9982,0.013,0.0029,0.0159,133935.3,0.0,465701.0,236961.7,0.0,826112.5,0,1.9476,True,0.022,0.0219,0.0008,1.0,0.9975,0.9967,,3000,TRUE,50.2,dem
20,constituency,total,joint_null,234,0.9911,0.9745,0.9999,0.0045,0.003,0.0075,29574.2,0.0,121967.0,60640.3,0.0,248849.1,0,1.4417,True,0.0087,0.0082,0.0005,0.9961,0.9989,1.0,,3000,TRUE,49.4,dem
20,dong,early,real,3135,0.996,0.984,0.9989,0.0037,0.0002,0.0039,6511.9,0.0,28959.0,81829.8,0.0,349881.0,1,5.2941,True,0.0114,0.0114,0.0,0.0,0.0,1.0,"pi1, pi2",3000,TRUE,1577.0,dem
20,dong,early,marginal_null,3135,0.9962,0.9931,0.9986,0.0035,0.0002,0.0037,3702.7,0.0,17981.0,46686.8,0.0,198429.0,0,1.4484,True,0.0019,0.0019,0.0,1.0,0.9972,0.9964,,3000,TRUE,1307.9,dem
20,dong,early,joint_null,3135,0.9973,0.9872,0.9998,0.0023,0.0002,0.0026,4623.2,0.0,23579.0,51041.1,0.0,238155.0,0,5.3435,True,0.0098,0.0098,0.0,0.0,0.0,1.0,,3000,TRUE,1561.5,dem
20,dong,pooled,real,3135,0.9956,0.9924,0.9983,0.0041,0.0002,0.0043,35838.1,0.0,115409.0,71111.9,0.0,228896.0,4,1.6675,True,0.0025,0.0025,0.0001,0.9981,0.9929,0.9991,,3000,TRUE,1298.8,dem
20,dong,pooled,marginal_null,3135,0.9944,0.9913,0.9974,0.0053,0.0002,0.0055,53556.5,0.0,167659.0,106762.7,0.0,333594.0,3,1.3996,True,0.0022,0.0022,0.0,0.9973,1.0,0.9983,,3000,TRUE,1296.8,dem
20,dong,pooled,joint_null,3135,0.9968,0.9944,0.9989,0.0029,0.0002,0.0031,25214.8,0.0,75925.0,49494.7,0.0,150381.0,3,1.3108,True,0.0016,0.0016,0.0,0.9969,0.992,1.0,,3000,TRUE,1369.9,dem
20,dong,sameday,real,3135,0.9994,0.9983,1.0,0.0003,0.0002,0.0005,74.9,0.0,315.0,154.2,0.0,646.0,0,1.1538,True,0.0003,0.0003,0.0,0.9753,1.0,0.9966,,3000,TRUE,1531.2,dem
20,dong,sameday,marginal_null,3135,0.9992,0.9979,0.9999,0.0005,0.0002,0.0007,6782.4,0.0,18584.0,13592.6,0.0,37505.0,0,1.2075,True,0.0006,0.0006,0.0,0.9996,0.9987,0.992,,,,1320.5,dem
20,dong,sameday,joint_null,3135,0.9995,0.9985,1.0,0.0002,0.0002,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0,1.004,False,0.0,0.0,0.0,0.9356,0.9998,1.0,,3000,TRUE,1517.4,dem
21,constituency,early,real,253,0.9323,0.8901,0.9697,0.0637,0.0028,0.0665,107925.8,0.0,482357.0,940273.1,0.0,3589929.9,1,1.694,True,0.0319,0.0319,0.0002,0.9909,0.9983,1.0,,5000,FALSE,241.5,dem
21,constituency,early,marginal_null,253,0.966,0.9294,0.9906,0.0297,0.0028,0.0325,57322.1,0.0,265520.1,444746.9,0.0,1878835.0,0,1.9667,True,0.0314,0.0318,0.0005,1.0,1.0,1.0,,5000,FALSE,243.2,dem
21,constituency,early,joint_null,253,0.9386,0.8929,0.9843,0.0574,0.0028,0.0601,106589.7,0.0,422401.0,806296.5,0.0,2805841.8,1,2.4461,True,0.0516,0.0518,0.0003,0.1701,0.0625,0.9975,,5000,FALSE,241.4,dem
21,constituency,early_out,real,253,0.9663,0.9371,0.9893,0.0295,0.0028,0.0323,17436.4,0.0,81558.0,389512.4,0.0,1543709.0,0,1.5092,True,0.0197,0.0197,0.0002,0.9966,0.9995,0.9994,,5000,FALSE,241.8,dem
21,constituency,early_out,marginal_null,253,0.9708,0.9462,0.9902,0.0254,0.0027,0.0281,16418.8,0.0,69329.0,325940.7,0.0,1236843.8,0,1.1534,True,0.0115,0.0116,0.0002,0.9956,0.9972,1.0,,5000,FALSE,242.4,dem
21,constituency,early_out,joint_null,253,0.9637,0.9344,0.9921,0.0325,0.0027,0.0353,15616.0,0.0,73901.0,363398.1,0.0,1404375.8,1,1.6337,True,0.0244,0.024,0.0004,0.9941,0.9948,0.999,,5000,FALSE,242.2,dem
21,constituency,early_total,real,253,0.9755,0.9521,0.995,0.0205,0.0027,0.0233,56280.2,0.0,245915.1,309502.4,0.0,1236842.4,0,1.3515,True,0.0156,0.0156,0.0002,0.9983,0.998,1.0,,5000,FALSE,240.9,dem
21,constituency,early_total,marginal_null,253,0.9656,0.939,0.9861,0.0304,0.0028,0.0331,73763.8,0.0,290689.1,464832.8,0.0,1631082.5,1,1.13,True,0.0086,0.0085,0.0003,0.9502,0.9997,0.9977,,5000,FALSE,242.1,dem
21,constituency,early_total,joint_null,253,0.9691,0.9432,0.9891,0.0272,0.0026,0.0298,60953.3,0.0,249022.9,394520.4,0.0,1416149.5,0,1.2283,True,0.0124,0.012,0.0005,0.9968,0.9969,1.0,,5000,FALSE,242.2,dem
21,constituency,sameday,real,253,0.9925,0.9792,0.9998,0.0035,0.0027,0.0063,5163.8,0.0,22085.0,18298.9,0.0,78375.0,0,1.1379,True,0.004,0.004,0.0002,0.9996,0.9999,0.9998,,5000,FALSE,242.0,dem
21,constituency,sameday,marginal_null,253,0.9932,0.981,0.9999,0.0028,0.0027,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0027,False,0.0007,0.0004,0.0004,0.9969,1.0,0.9989,,5000,FALSE,241.3,dem
21,constituency,sameday,joint_null,253,0.9905,0.9746,0.9997,0.0054,0.0029,0.0082,13677.6,0.0,65337.1,53495.6,0.0,228748.0,0,1.3529,True,0.0077,0.0077,0.0003,0.9947,1.0,1.0,,5000,FALSE,240.4,dem
21,constituency,total,real,253,0.8733,0.8208,0.9317,0.1227,0.0028,0.1255,1324769.2,0.0,4233541.3,2618789.8,0.0,8365482.2,6,1.8395,True,0.0541,0.0541,0.0001,0.9995,0.9986,1.0,,5000,FALSE,243.7,dem
21,constituency,total,marginal_null,253,0.8579,0.8013,0.9083,0.1382,0.0026,0.1408,1624435.5,26646.0,4823819.2,3189324.0,55226.0,9551763.0,8,1.5455,True,0.0389,0.0393,0.0007,0.9923,0.9982,0.9987,,5000,FALSE,244.0,dem
21,constituency,total,joint_null,253,0.884,0.8331,0.9651,0.1122,0.0028,0.115,1166887.3,30222.0,3617900.5,2353420.9,66638.9,7287030.0,4,2.7741,True,0.0831,0.0834,0.0005,0.0,0.0,1.0,"pi1, pi2",5000,FALSE,244.2,dem
21,dong,early,real,3480,0.9702,0.9593,0.9804,0.0295,0.0002,0.0297,62857.1,0.0,309026.9,570495.0,0.0,2332844.9,12,2.6487,True,0.0136,0.0136,0.0,0.9591,0.9959,0.9964,,3000,TRUE,1671.2,dem
21,dong,early,marginal_null,3480,0.973,0.9662,0.9791,0.0267,0.0002,0.0269,55305.6,0.0,276892.0,662028.3,0.0,2492221.8,9,1.2837,True,0.0043,0.0042,0.0,0.9988,1.0,0.9971,,5000,FALSE,5708.5,dem
21,dong,early,joint_null,3480,0.9812,0.9314,0.9886,0.0185,0.0002,0.0187,84430.7,0.0,428810.0,473974.0,0.0,2121274.0,1,9.1946,True,0.0482,0.0482,0.0001,0.0,0.0,0.9973,"pi1, pi2",3000,TRUE,1765.7,dem
21,dong,pooled,real,3480,0.9536,0.9455,0.961,0.0461,0.0002,0.0463,366861.7,10572.0,1288042.0,826622.9,25770.0,2909991.0,40,1.1915,True,0.0045,0.0046,0.0001,0.9987,0.995,0.9958,,3000,TRUE,1440.8,dem
21,dong,pooled,marginal_null,3480,0.9478,0.9394,0.9555,0.0519,0.0002,0.0521,422014.3,5413.0,1415795.0,910318.7,11271.0,3131953.9,64,1.112,True,0.0037,0.0037,0.0,0.9975,0.997,0.9993,,5000,FALSE,5641.0,dem
21,dong,pooled,joint_null,3480,0.9493,0.9408,0.9573,0.0504,0.0002,0.0506,398529.0,12416.0,1303490.9,889594.6,28788.0,2935694.8,58,1.27,True,0.0055,0.0055,0.0,0.9964,1.0,0.9995,,3000,TRUE,1639.0,dem
21,dong,sameday,real,3480,0.998,0.996,0.9995,0.0017,0.0002,0.0019,8406.5,0.0,36660.0,27541.4,0.0,111922.0,0,1.4506,True,0.0012,0.0012,0.0,0.9989,0.9924,0.9993,,3000,TRUE,1770.7,dem
21,dong,sameday,marginal_null,3480,0.9985,0.997,0.9997,0.0012,0.0002,0.0014,4236.9,0.0,14133.0,14319.8,0.0,45710.0,0,1.1417,True,0.0006,0.0006,0.0,0.9917,0.9914,0.9971,,5000,FALSE,5735.8,dem
21,dong,sameday,joint_null,3480,0.9977,0.9957,0.9993,0.002,0.0002,0.0022,6668.4,0.0,30418.0,31974.6,0.0,131675.0,0,1.3876,True,0.0015,0.0014,0.0,0.9943,0.989,0.9923,,3000,TRUE,1664.8,dem
22,constituency,early,real,246,0.9505,0.9172,0.9767,0.0453,0.0028,0.0481,123186.7,0.0,530646.9,680905.0,0.0,2766114.9,0,1.2198,True,0.0163,0.0161,0.0003,1.0,0.9949,1.0,,5000,FALSE,240.9,dem
22,constituency,early,marginal_null,246,0.961,0.9146,0.9862,0.0349,0.0027,0.0376,134690.2,0.0,603606.9,591521.6,0.0,2540502.9,0,2.0628,True,0.0366,0.0363,0.0005,1.0,0.9984,0.9986,,5000,FALSE,239.6,dem
22,constituency,early,joint_null,246,0.9522,0.9007,0.9802,0.0435,0.0028,0.0463,141747.5,0.0,614657.9,755608.3,0.0,3046483.4,0,2.1157,True,0.0407,0.0407,0.0002,1.0,0.9985,0.9988,,5000,FALSE,238.5,dem
22,constituency,early_out,real,246,0.9827,0.9511,0.9998,0.0124,0.0029,0.0153,7934.2,0.0,39356.0,163197.2,0.0,684866.9,0,2.617,True,0.0286,0.0282,0.0004,0.041,0.0,0.9966,"pi1, pi2",5000,FALSE,239.1,dem
22,constituency,early_out,marginal_null,246,0.9731,0.9257,0.9997,0.0227,0.0028,0.0255,18747.9,0.0,91220.0,331994.6,0.0,1325291.1,0,3.132,True,0.0527,0.0526,0.0004,0.9948,0.9908,0.9993,,5000,FALSE,239.7,dem
22,constituency,early_out,joint_null,246,0.9827,0.9579,0.9995,0.013,0.0028,0.0158,7958.8,0.0,39236.0,152565.0,0.0,629359.1,0,2.09,True,0.0205,0.0203,0.0003,0.9989,0.9284,0.9999,,5000,FALSE,239.4,dem
22,constituency,early_total,real,246,0.9891,0.9406,0.9999,0.0062,0.0028,0.009,57134.7,0.0,260527.1,182313.8,0.0,775656.1,0,3.7167,True,0.0408,0.0408,0.0001,0.0,0.0,0.9998,"pi1, pi2",5000,FALSE,242.8,dem
22,constituency,early_total,marginal_null,246,0.9893,0.9732,0.9994,0.0066,0.0028,0.0094,23783.1,0.0,103256.8,75159.7,0.0,316410.7,0,1.2441,True,0.0082,0.0083,0.0004,0.9973,0.9941,0.9995,,5000,FALSE,239.8,dem
22,constituency,early_total,joint_null,246,0.986,0.9402,0.9999,0.0091,0.0028,0.012,95635.5,0.0,390548.2,259145.7,0.0,1006282.2,0,3.3756,True,0.041,0.0408,0.0004,0.9963,0.94,1.0,,5000,FALSE,240.8,dem
22,constituency,sameday,real,246,0.9899,0.9711,0.9998,0.0058,0.0029,0.0087,10772.2,0.0,49410.0,56225.2,0.0,235042.0,0,1.689,True,0.0124,0.0123,0.0003,0.9954,0.999,1.0,,5000,FALSE,238.6,dem
22,constituency,sameday,marginal_null,246,0.9886,0.9705,0.9995,0.0073,0.0028,0.0101,25596.1,0.0,114207.1,91854.2,0.0,384041.1,0,1.4944,True,0.0121,0.012,0.0004,1.0,1.0,1.0,,5000,FALSE,242.5,dem
22,constituency,sameday,joint_null,246,0.9851,0.9614,0.9997,0.0106,0.0028,0.0134,30966.1,0.0,103104.1,155985.8,0.0,481084.1,1,1.9872,True,0.0206,0.0207,0.0003,0.9934,0.9994,0.9959,,5000,FALSE,239.6,dem
22,constituency,total,real,246,0.8384,0.7635,0.9404,0.1578,0.0028,0.1606,1711517.8,31465.1,4982219.2,3425501.3,63678.0,9967721.0,9,3.405,True,0.1181,0.1179,0.0002,0.0,0.0,1.0,"pi1, pi2",5000,FALSE,240.0,dem
22,constituency,total,marginal_null,246,0.8658,0.8123,0.9563,0.1303,0.0028,0.1331,1377604.7,55675.9,4303217.8,2733030.5,101113.9,8647220.6,4,2.8301,True,0.09,0.0898,0.0005,0.0,0.0,1.0,"pi1, pi2",5000,FALSE,241.0,dem
22,constituency,total,joint_null,246,0.8805,0.7881,0.9562,0.1159,0.0029,0.1188,1346558.9,28612.0,4212111.2,2716267.2,57676.0,8521406.5,6,3.9656,True,0.1129,0.113,0.0001,0.0,0.0,0.9974,"pi1, pi2",5000,FALSE,241.2,dem
22,dong,early,real,2739,0.9526,0.9286,0.9728,0.0471,0.0002,0.0474,127517.8,232.0,561635.0,619167.6,921.0,2535341.8,23,5.5876,True,0.0322,0.0322,0.0001,0.0,0.0,0.9975,"pi1, pi2",3000,TRUE,1287.7,dem
22,dong,early,marginal_null,2739,0.959,0.8196,0.9767,0.0406,0.0003,0.0409,192129.4,2370.0,853478.9,803556.4,5794.0,3352972.0,40,15.1006,True,0.1417,0.1417,0.0,0.0,0.0,1.0,"pi1, pi2",5000,FALSE,4376.0,dem
22,dong,early,joint_null,2739,0.9715,0.955,0.9838,0.0281,0.0003,0.0284,106715.1,0.0,499186.9,447956.3,0.0,1934918.7,1,3.7003,True,0.0199,0.0199,0.0,0.0009,0.0008,1.0,"pi1, pi2",3000,TRUE,1313.5,dem
22,dong,pooled,real,2739,0.9325,0.9195,0.9435,0.0671,0.0003,0.0674,498056.9,16497.0,1532384.1,1117138.4,36359.0,3451617.0,61,1.5827,True,0.0099,0.0099,0.0001,0.9935,0.9957,1.0,,5000,FALSE,1067.6,dem
22,dong,pooled,marginal_null,2739,0.9278,0.9159,0.9406,0.0718,0.0003,0.072,522513.3,13097.0,1670870.9,1168700.1,28301.0,3782000.9,84,1.5256,True,0.0109,0.0109,0.0,0.9989,0.9955,1.0,,5000,FALSE,4373.2,dem
22,dong,pooled,joint_null,2739,0.9311,0.915,0.9427,0.0686,0.0002,0.0688,542245.3,27602.0,1662624.0,1267053.0,67740.0,3846124.0,63,2.0023,True,0.014,0.0139,0.0001,0.997,0.9992,1.0,,3000,TRUE,1172.1,dem
22,dong,sameday,real,2739,0.9956,0.9922,0.9982,0.0041,0.0003,0.0043,11645.3,0.0,52581.0,52731.4,0.0,212214.0,0,1.5107,True,0.0024,0.0025,0.0,0.9942,0.998,1.0,,3000,TRUE,1257.7,dem
22,dong,sameday,marginal_null,2739,0.9941,0.9809,0.9983,0.0055,0.0003,0.0058,26040.5,0.0,125126.0,102276.5,0.0,456960.0,1,4.8934,True,0.0132,0.0132,0.0,0.0,0.0,1.0,"pi1, pi2",5000,FALSE,4300.9,dem
22,dong,sameday,joint_null,2739,0.994,0.9906,0.9969,0.0056,0.0002,0.0059,17068.2,0.0,72214.0,95102.7,0.0,353701.0,1,1.1764,True,0.0019,0.0018,0.0001,0.9922,0.9945,1.0,,3000,TRUE,1316.9,dem
pres19,constituency,early,real,250,0.9757,0.9508,0.994,0.02,0.0028,0.0229,25589.7,0.0,115229.0,278427.4,0.0,1088077.8,0,1.3992,True,0.0163,0.0162,0.0003,0.9984,0.998,0.9999,,5000,FALSE,241.0,dem
pres19,constituency,early,marginal_null,250,0.9587,0.9294,0.9829,0.0374,0.0027,0.0401,55407.4,0.0,259588.1,487972.8,0.0,2051156.1,0,1.2119,True,0.016,0.0158,0.0003,0.9698,0.9924,1.0,,5000,FALSE,240.4,dem
pres19,constituency,early,joint_null,250,0.9646,0.9,0.9997,0.0311,0.0028,0.034,37790.7,0.0,178661.0,308067.8,0.0,1315278.8,0,4.1251,True,0.0767,0.0765,0.0003,0.0,0.0,1.0,"pi1, pi2",5000,FALSE,242.9,dem
pres19,constituency,early_out,real,250,0.9518,0.9014,0.996,0.0443,0.0027,0.0471,13395.7,0.0,70750.0,401781.6,0.0,1743212.6,0,3.057,True,0.0672,0.0671,0.0001,0.0,0.0,0.9967,"pi1, pi2",5000,FALSE,240.4,dem
pres19,constituency,early_out,marginal_null,250,0.9685,0.9366,0.9954,0.0274,0.0028,0.0303,13251.9,0.0,60301.0,338009.5,0.0,1268796.5,0,2.0213,True,0.0318,0.0319,0.0002,0.9935,0.4948,0.9976,,5000,FALSE,240.2,dem
pres19,constituency,early_out,joint_null,250,0.9609,0.9195,0.998,0.0353,0.0028,0.0381,10958.7,0.0,57991.0,349003.1,0.0,1543190.7,0,2.8479,True,0.0497,0.0502,0.0005,0.0,0.0,0.9991,"pi1, pi2",5000,FALSE,240.2,dem
pres19,constituency,early_total,real,250,0.9934,0.9809,0.9998,0.0029,0.0027,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0049,False,0.0005,0.0001,0.0004,1.0,1.0,1.0,,5000,FALSE,241.5,dem
pres19,constituency,early_total,marginal_null,250,0.9934,0.9811,0.9998,0.0028,0.0027,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0039,False,0.0006,0.0002,0.0004,1.0,0.9984,1.0,,5000,FALSE,243.2,dem
pres19,constituency,early_total,joint_null,250,0.9924,0.9791,0.9997,0.0036,0.0028,0.0064,2674.4,0.0,12822.0,25306.6,0.0,109759.9,0,1.1553,True,0.0038,0.0039,0.0002,0.9954,0.9978,0.9969,,5000,FALSE,240.5,dem
pres19,constituency,sameday,real,250,0.9931,0.9807,0.9998,0.0028,0.0029,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0018,False,0.0002,0.0003,0.0002,1.0,1.0,1.0,,5000,FALSE,240.6,dem
pres19,constituency,sameday,marginal_null,250,0.9932,0.9801,0.9998,0.0029,0.0028,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0032,False,0.0007,0.0004,0.0004,1.0,0.9927,1.0,,5000,FALSE,239.1,dem
pres19,constituency,sameday,joint_null,250,0.9932,0.9814,0.9998,0.0028,0.0028,0.0056,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0043,False,0.0005,0.0004,0.0001,0.9842,1.0,1.0,,5000,FALSE,239.4,dem
pres19,constituency,total,real,250,0.7944,0.7322,0.916,0.2018,0.0028,0.2046,2346847.6,13535.0,7329679.3,4221885.3,23383.0,13290755.8,7,3.1561,True,0.1199,0.1199,0.0001,0.0,0.0,1.0,"pi1, pi2",5000,FALSE,241.6,dem
pres19,constituency,total,marginal_null,250,0.7914,0.7348,0.8432,0.2047,0.0028,0.2074,2567399.7,182533.1,7773197.5,4538348.6,312093.2,13850811.8,12,1.1625,True,0.0287,0.0285,0.0004,0.9962,0.9966,0.998,,5000,FALSE,241.1,dem
pres19,constituency,total,joint_null,250,0.7654,0.6947,0.9504,0.2308,0.0027,0.2335,2368341.7,81985.0,7577683.1,4224648.6,151760.9,13591137.9,10,5.1334,True,0.1914,0.1918,0.0004,0.0,0.0,0.9979,"pi1, pi2",5000,FALSE,243.9,dem
