"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2021-04-01 ~ 2021-04-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"7682","전라남도 목포시 산정동","1202","1202","0000","신안비치1","84.9600","202104","26","9,300","-","2","-","-","1991","청호로 209","-","-","-","-"
"7683","경상북도 구미시 진평동","1063","1063","0000","진평미래타운","59.9900","202104","26","10,200","-","7","-","-","1999","인동26길 65","-","-","-","-"
"7684","경상남도 거창군 거창읍 김천리","99-1","0099","0001","김천주공","49.9600","202104","26","10,500","-","13","-","-","1998","창남1길 40","-","-","-","-"
"7685","경상북도 구미시 진평동","1063","1063","0000","진평미래타운","59.9900","202104","26","8,800","-","9","-","-","1999","인동26길 65","-","-","-","-"
"7686","충청남도 아산시 신창면 행목리","498","0498","0000","아산신창양우내안애","49.5000","202104","26","8,300","-","13","-","-","2014","행목로 202","-","-","-","-"
"7687","전라남도 목포시 산정동","994-4","0994","0004","중앙하이츠","56.0700","202104","26","7,200","-","5","-","-","1992","양을로41번길 40","-","-","-","-"
"7688","강원특별자치도 원주시 문막읍 건등리","1743","1743","0000","서원주코아루아너스","84.6250","202104","26","20,700","-","10","-","-","2018","원문로 1700","-","-","-","-"
"7689","강원특별자치도 원주시 문막읍 건등리","193-2","0193","0002","덕원","59.8120","202104","26","5,000","-","1","-","-","1994","원문로 1627","-","-","-","-"
"7690","경상북도 경산시 진량읍 황제리","70-1","0070","0001","창신황제타운","59.9100","202104","26","5,550","-","8","-","-","1996","황제1길 86-31","-","-","-","-"
"7691","충청북도 제천시 고암동","1250","1250","0000","고암주공2","39.7200","202104","26","4,900","-","2","-","-","1987","고암로14길 13","-","-","-","-"
"7692","전라남도 순천시 해룡면 상삼리","428","0428","0000","신원아르시스","84.9692","202104","26","27,300","-","8","-","-","2007","지봉로 372-5","-","-","-","-"
"7693","충청북도 제천시 고암동","1101","1101","0000","두진백로","60.0000","202104","26","9,500","-","3","-","-","1997","용두천로 384","-","-","-","-"
"7694","경상남도 창원시 성산구 반림동","8","0008","0000","럭키","84.9200","202104","26","33,500","-","4","-","-","1989","반송로 105","20210520","-","-","-"
"7695","충청남도 천안시 서북구 백석동","930","0930","0000","브라운스톤","84.9920","202104","26","25,000","-","3","-","-","2006","번영로 306-15","-","-","-","-"
"7696","충청남도 천안시 서북구 백석동","1200","1200","0000","천안백석3차IPARK","74.9785","202104","26","43,000","-","4","-","-","2017","한들3로 36-17","-","-","-","-"
"7697","경상남도 창원시 성산구 반림동","8","0008","0000","럭키","84.9200","202104","26","33,500","-","4","-","-","1989","반송로 105","-","-","-","-"
"7698","경상남도 진주시 하대동","101","0101","0000","현대","84.9300","202104","26","15,500","-","22","-","-","1996","하대로 142","-","-","-","-"
"7699","충청남도 아산시 배미동","174-3","0174","0003","서진","29.6400","202104","26","2,700","-","14","-","-","2000","서부북로 973","-","-","-","-"
"7700","강원특별자치도 속초시 조양동","1572","1572","0000","속초KCC스위첸","74.5213","202104","26","35,500","-","20","-","-","2019","청대로 40","-","-","-","-"
"7701","경상북도 구미시 인의동","986","0986","0000","구미인의푸르지오","111.3900","202104","26","21,500","-","5","-","-","1999","인동35길 33","-","-","-","-"
"7702","경상남도 사천시 동금동","582","0582","0000","가양라끄빌5차아파트","84.9081","202104","26","25,000","-","2","-","-","2017","숲뫼길 11","-","-","-","-"
"7703","경상남도 함양군 함양읍 교산리","160","0160","0000","함양한주","84.8900","202104","26","17,950","-","6","-","-","1998","교산3길 6","-","-","-","-"
"7704","경상남도 사천시 동금동","57-28","0057","0028","영남팰리스","80.3485","202104","26","16,800","-","10","-","-","2012","동금6길 12-12","-","-","-","-"
"7705","충청북도 충주시 교현동","1060","1060","0000","남산주공3","32.4300","202104","26","5,700","-","3","-","-","1987","남산4길 42","-","-","-","-"
"7706","경상남도 통영시 광도면 안정리","1076","1076","0000","현대성우오스타2단지","84.9400","202104","26","14,500","-","18","-","-","2010","안정1길 55","-","-","-","-"
"7707","경상남도 하동군 진교면 고룡리","3","0003","0000","미진스위트빌","49.9537","202104","26","6,200","-","13","-","-","2002","들포길 38","-","-","-","-"
"7708","경상남도 통영시 광도면 안정리","1076","1076","0000","현대성우오스타2단지","84.9400","202104","26","14,500","-","18","-","-","2010","안정1길 55","20210616","-","-","-"
"7709","경상남도 통영시 광도면 안정리","1076","1076","0000","현대성우오스타2단지","84.9400","202104","26","15,000","-","12","-","-","2010","안정1길 55","-","-","-","-"
"7710","전라남도 무안군 삼향읍 남악리","1480","1480","0000","근화베아채","59.9368","202104","26","20,000","-","17","-","-","2008","남악4로82번길 31","-","-","-","-"
"7711","전라남도 무안군 삼향읍 남악리","1577","1577","0000","골든스위트","59.8800","202104","26","14,700","-","11","-","-","2013","남악4로 50","-","-","-","-"
"7712","경상남도 창원시 마산합포구 중앙동3가","4-201","0004","0201","혜성미","69.6494","202104","26","16,300","-","12","-","-","2006","중앙북2길 17","-","-","-","-"
"7713","강원특별자치도 원주시 흥업면 사제리","337","0337","0000","거장","32.6700","202104","26","2,500","-","1","-","-","1999","사제로 483","-","-","-","-"
"7714","전라남도 순천시 해룡면 신대리","1968","1968","0000","중흥에스-클래스6단지메가타운","84.9793","202104","26","46,500","-","5","-","-","2015","좌야로 135","-","-","-","-"
"7715","강원특별자치도 원주시 판부면 서곡리","592","0592","0000","거장2차아파트","27.3600","202104","26","6,500","-","12","-","-","2002","남원로 223","-","-","-","-"
"7716","경상남도 창원시 성산구 반림동","18","0018","0000","트리비앙","84.9500","202104","26","59,500","-","6","-","-","2006","원이대로 495","-","-","-","-"
"7717","전라남도 순천시 해룡면 신대리","1968","1968","0000","중흥에스-클래스6단지메가타운","59.9431","202104","26","29,400","-","15","-","-","2015","좌야로 135","-","-","-","-"
"7718","경상남도 창녕군 영산면 성내리","301","0301","0000","혜성빌라","59.1000","202104","26","3,000","-","4","-","-","1990","성내뒷들길 29-1","-","-","-","-"
"7719","경상남도 창녕군 영산면 성내리","301","0301","0000","혜성빌라","59.1000","202104","26","3,000","-","4","-","-","1990","성내뒷들길 29-1","20210510","-","-","-"
"7720","경상남도 창녕군 대지면 효정리","35","0035","0000","동보하이빌","59.9695","202104","26","8,300","-","2","-","-","2003","우포2로 1162","-","-","-","-"
"7721","충청남도 서산시 예천동","1332","1332","0000","서산예천효성해링턴플레이스","75.9113","202104","26","26,500","-","18","-","-","2016","예천3로 43","-","-","-","-"
"7722","강원특별자치도 강릉시 홍제동","1037","1037","0000","우미린아파트","84.9871","202104","26","44,700","-","12","-","-","2016","선수촌로 55","-","-","-","-"
"7723","경상남도 창원시 마산회원구 내서읍 호계리","348","0348","0000","중리2차서광","59.4000","202104","26","6,400","-","15","-","-","1992","호계안길 91","-","-","-","-"
"7724","강원특별자치도 강릉시 홍제동","1037","1037","0000","우미린아파트","84.9871","202104","26","44,500","-","15","-","-","2016","선수촌로 55","-","-","-","-"
"7725","충청북도 제천시 청전동","4","0004","0000","주공","42.5400","202104","26","4,800","-","5","-","-","1980","청전대로15길 70","-","-","-","-"
"7726","전라남도 여수시 미평동","741","0741","0000","선경2차","59.4000","202104","26","11,000","-","11","-","-","1995","양지6길 2","-","-","-","-"
"7727","충청북도 제천시 청전동","4","0004","0000","주공","42.5400","202104","26","4,600","-","5","-","-","1980","청전대로15길 70","-","-","-","-"
"7728","경상북도 경산시 압량읍 인안리","47","0047","0000","윤성3차","59.9400","202104","26","6,050","-","7","-","-","1996","연지길 152","-","-","-","-"
"7729","경상남도 함안군 칠서면 무릉리","1122","1122","0000","칠서에이스1단지","53.1300","202104","26","7,000","-","9","-","-","2001","칠평로 63","-","-","-","-"
"7730","충청남도 아산시 음봉면 산동리","420-1","0420","0001","태헌장미2","49.8000","202104","26","5,900","-","4","-","-","1996","음봉로 803-10","-","-","-","-"
"7731","충청남도 아산시 음봉면 산동리","420-1","0420","0001","태헌장미2","49.8000","202104","26","5,900","-","4","-","-","1996","음봉로 803-10","20210521","-","-","-"
"7732","경상북도 의성군 의성읍 상리리","707-3","0707","0003","태평스카이","40.2000","202104","26","4,500","-","8","-","-","1991","동서1길 82","-","-","-","-"
"7733","경상북도 청송군 진보면 이촌리","80-1","0080","0001","화인뷰101동","84.8616","202104","26","17,000","-","7","-","-","2018","본마을2길 68","-","-","-","-"
"7734","경상남도 함안군 칠원읍 오곡리","1-1","0001","0001","GS메트로자이","84.9906","202104","26","17,500","-","19","-","-","2006","삼호길 181","-","-","-","-"
"7735","충청남도 아산시 음봉면 산동리","427-1","0427","0001","삼일원앙","39.7300","202104","26","5,800","-","5","-","-","1997","음봉로 847","-","-","-","-"
"7736","충청북도 제천시 청전동","480-4","0480","0004","성한","54.6300","202104","26","3,500","-","5","-","-","1991","명륜로2길 12","-","-","-","-"
"7737","경상남도 밀양시 가곡동","545-4","0545","0004","경남","83.9400","202104","26","8,600","-","14","-","-","1990","가곡7길 23","-","-","-","-"
"7738","충청남도 서산시 예천동","1270-1","1270","0001","서산예천푸르지오","84.7870","202104","26","29,500","-","10","-","-","2013","호수공원11로 11","-","-","-","-"
"7739","경상북도 청도군 화양읍 범곡리","474-4","0474","0004","청우","75.2400","202104","26","6,400","-","1","-","-","1990","청화로 16","-","-","-","-"
"7740","경상남도 함안군 가야읍 도항리","310-2","0310","0002","도항주공1단지","59.8300","202104","26","12,300","-","1","-","-","2004","성내북길 25","-","-","-","-"
"7741","경상북도 구미시 원평동","81-2","0081","0002","대영파크에비앙","22.9173","202104","26","3,150","-","11","-","-","2004","원남로4길 13","-","-","-","-"
"7742","경상북도 구미시 황상동","210","0210","0000","황상1주공","46.6800","202104","26","8,200","-","4","-","-","1991","검성로 69","-","-","-","-"
"7743","경상남도 함안군 가야읍 말산리","33-3","0033","0003","남경타운","59.9200","202104","26","8,000","-","17","-","-","1997","가야15길 26","-","-","-","-"
"7744","경상남도 통영시 광도면 죽림리","1578-1","1578","0001","한선파라빌리지","84.9906","202104","26","24,500","-","9","-","-","2005","죽림1로 41-55","-","-","-","-"
"7745","경상남도 통영시 광도면 죽림리","1573-2","1573","0002","주영더팰리스5차","84.9567","202104","26","30,200","-","2","-","-","2018","죽림5로 56","-","-","-","-"
"7746","전라남도 완도군 완도읍 가용리","1022-13","1022","0013","명품캐슬가동","80.8404","202104","26","23,100","-","5","-","-","2012","해변공원로125번길 13-5","-","-","-","-"
"7747","경상북도 김천시 응명동","1028","1028","0000","김천대신코아루","84.9826","202104","26","20,200","-","11","-","-","2014","아홉사리길 130","-","-","-","-"
"7748","경상남도 통영시 광도면 죽림리","1573-2","1573","0002","주영더팰리스5차","84.9381","202104","26","31,400","-","16","-","-","2018","죽림5로 56","-","-","-","-"
"7749","경상남도 통영시 광도면 죽림리","1579","1579","0000","푸르지오1차","125.5330","202104","26","40,000","-","5","-","-","2007","죽림1로 41-42","-","-","-","-"
"7750","강원특별자치도 강릉시 교동","1983","1983","0000","강릉교동롯데캐슬2단지","84.9855","202104","26","38,000","-","7","-","-","2009","화부산로111번길 24","-","-","-","-"
"7751","강원특별자치도 강릉시 교동","1750","1750","0000","교동1주공","59.8900","202104","26","14,900","-","1","-","-","1999","가작로 78","-","-","-","-"
"7752","강원특별자치도 강릉시 교동","1766","1766","0000","교동3주공","59.8400","202104","26","23,400","-","9","-","-","2002","교동광장로 138-12","-","-","-","-"
"7753","강원특별자치도 강릉시 포남동","898-17","0898","0017","삼우골든맨션","136.1400","202104","26","29,800","-","9","-","-","1991","용지각길20번길 8","-","-","-","-"
"7754","강원특별자치도 강릉시 포남동","1293-1","1293","0001","일송","59.1350","202104","26","14,000","-","14","-","-","1995","하평3길 37","-","-","-","-"
"7755","경상북도 경주시 현곡면 금장리","439","0439","0000","세정스위츠리버","84.7324","202104","26","26,500","-","13","-","-","2007","안현로 43-9","-","-","-","-"
"7756","전라남도 목포시 산정동","1259-3","1259","0003","신안비치3차","59.9400","202104","26","8,300","-","10","-","-","1995","고하대로 641-11","-","-","-","-"
"7757","강원특별자치도 강릉시 초당동","554","0554","0000","초당동청마루","116.6300","202104","26","33,700","-","12","-","-","2007","연당길 61","-","-","-","-"
"7758","경상남도 창원시 마산회원구 내서읍 호계리","10","0010","0000","코오롱하늘채1차아파트","59.9460","202104","26","14,400","-","21","-","-","2001","호원로 361-3","-","-","-","-"
"7759","충청남도 천안시 서북구 두정동","526-1","0526","0001","극동늘푸른","59.9100","202104","26","14,000","-","9","-","-","1996","늘푸른6길 41","-","-","-","-"
"7760","충청남도 천안시 서북구 두정동","526-1","0526","0001","극동늘푸른","84.9000","202104","26","20,000","-","7","-","-","1996","늘푸른6길 41","-","-","-","-"
"7761","충청남도 천안시 서북구 두정동","525-1","0525","0001","대우그린","84.9500","202104","26","20,500","-","17","-","-","1996","봉정로 365","-","-","-","-"
"7762","충청남도 천안시 서북구 두정동","527","0527","0000","주공그린(8단지)","39.9900","202104","26","9,300","-","9","-","-","1996","두정중5길 33","-","-","-","-"
"7763","충청남도 천안시 서북구 두정동","1896","1896","0000","대주파크빌(101동)","84.5821","202104","26","18,750","-","4","-","-","2005","두정고7길 9","-","-","-","-"
"7764","충청남도 천안시 서북구 두정동","1377","1377","0000","프라지움9차","49.9631","202104","26","14,900","-","7","-","-","2017","오성로 115","-","-","-","-"
"7765","충청남도 천안시 서북구 두정동","1221","1221","0000","이편한세상","84.9670","202104","26","24,950","-","14","-","-","2004","두정중2길 12","-","-","-","-"
"7766","충청남도 천안시 서북구 두정동","666","0666","0000","두정4차푸르지오","84.9000","202104","26","22,500","-","1","-","-","2003","늘푸른1길 50","-","-","-","-"
"7767","전라남도 목포시 용해동","143-7","0143","0007","금호타운","74.0500","202104","26","10,850","-","9","-","-","1994","삼학로 331","-","-","-","-"
"7768","전라남도 목포시 용해동","126","0126","0000","신안인스빌","84.7840","202104","26","15,400","-","6","-","-","2007","삼학로 363","-","-","-","-"
"7769","경상남도 창원시 마산회원구 내서읍 상곡리","192","0192","0000","중리근로복지","41.8500","202104","26","4,300","-","10","-","-","1993","상곡로 67","-","-","-","-"
"7770","충청북도 충주시 교현동","1060","1060","0000","남산주공3","39.6300","202104","26","7,200","-","5","-","-","1987","남산4길 42","20210504","-","-","-"
"7771","경상북도 구미시 구평동","475","0475","0000","부영7","59.9870","202104","26","13,500","-","15","-","-","2004","인동36길 23-34","-","-","-","-"
"7772","경상북도 구미시 구평동","476","0476","0000","구미구평푸르지오","84.9289","202104","26","19,500","-","5","-","-","2003","인동36길 31","-","-","-","-"
"7773","경상남도 창원시 마산회원구 양덕동","153-5","0153","0005","비젼","75.8800","202104","26","15,000","-","3","-","-","2005","해안대로 607","-","-","-","-"
"7774","경상남도 창원시 마산회원구 양덕동","910","0910","0000","한일3","59.9322","202104","26","18,300","-","15","-","-","2003","삼호로 151","-","-","-","-"
"7775","경상남도 양산시 하북면 초산리","60","0060","0000","대영맨션","52.3500","202104","26","3,200","-","6","-","-","1989","지곡1길 8","-","-","-","-"
"7776","경상남도 양산시 상북면 소토리","908","0908","0000","대우마리나","117.6600","202104","26","16,600","-","24","-","-","1994","감결길 17","-","-","-","-"
"7777","충청북도 충주시 교현동","155","0155","0000","충일","44.8200","202104","26","3,550","-","4","-","-","1986","만리산9길 54","-","-","-","-"
"7778","충청남도 아산시 득산동","392-2","0392","0002","부영","49.9200","202104","26","6,000","-","7","-","-","1998","온천대로 1105-17","-","-","-","-"
"7779","충청남도 아산시 득산동","392-2","0392","0002","부영","49.9200","202104","26","5,300","-","14","-","-","1998","온천대로 1105-17","-","-","-","-"
"7780","충청남도 아산시 신창면 남성리","177-2","0177","0002","샘마을","30.4200","202104","26","2,100","-","15","-","-","2001","남성길 85","-","-","-","-"
"7781","충청남도 아산시 득산동","392-2","0392","0002","부영","49.9200","202104","26","6,300","-","2","-","-","1998","온천대로 1105-17","-","-","-","-"
"7782","강원특별자치도 강릉시 견소동","289","0289","0000","송정해변신도브래뉴아파트","84.9900","202104","26","29,000","-","15","-","-","2005","경강로2539번길 22","-","-","-","-"
"7783","경상남도 양산시 동면 석산리","518","0518","0000","석산한신휴플러스","84.9520","202104","26","22,250","-","11","-","-","2006","석산1길 10","-","-","-","-"
"7784","충청남도 아산시 득산동","392-2","0392","0002","부영","59.7600","202104","26","6,700","-","2","-","-","1998","온천대로 1105-17","-","-","-","-"
"7785","경상북도 경주시 현곡면 금장리","618-3","0618","0003","건일웨스턴파크","118.5884","202104","26","24,700","-","8","-","-","2006","금장1길 38","-","-","-","-"
"7786","경상북도 경주시 황성동","295","0295","0000","황성주공1차","46.7400","202104","26","20,000","-","4","-","-","1986","황성로16번길 39","-","-","-","-"
"7787","충청북도 충주시 중앙탑면 용전리","721","0721","0000","충주시티자이","59.9959","202104","26","19,000","-","2","-","-","2017","원앙4길 51","-","-","-","-"
"7788","경상남도 거제시 상동동","735","0735","0000","대동다숲","73.1692","202104","26","12,500","-","7","-","-","2005","상동7길 30","-","-","-","-"
"7789","전라남도 순천시 조례동","1803","1803","0000","왕지아파트","59.7600","202104","26","8,600","-","2","-","-","1999","왕궁길 55","-","-","-","-"
"7790","전라남도 순천시 조례동","550","0550","0000","남양휴튼","125.2859","202104","26","48,700","-","3","-","-","2006","조례1길 60","-","-","-","-"
"7791","전라남도 순천시 조례동","372-1","0372","0001","대주파크빌3차","84.9668","202104","26","27,400","-","3","-","-","2005","조례연동길 5","-","-","-","-"
"7792","전라남도 순천시 조례동","372-1","0372","0001","대주파크빌3차","59.9427","202104","26","19,300","-","14","-","-","2005","조례연동길 5","-","-","-","-"
"7793","경상북도 포항시 남구 지곡동","472","0472","0000","효자그린1차(고층,저층)","59.9600","202104","26","24,200","-","7","-","-","1995","지곡로 260","-","-","-","-"
"7794","강원특별자치도 강릉시 내곡동","623","0623","0000","내곡주공","39.6900","202104","26","6,600","-","2","-","-","1989","관대길16번길 6","-","-","-","-"
"7795","전라남도 순천시 조례동","1630","1630","0000","중흥파크1","59.7600","202104","26","9,500","-","6","-","-","1993","장선배기길 105","-","-","-","-"
"7796","전라남도 순천시 조례동","1661","1661","0000","주공9","84.8400","202104","26","17,500","-","2","-","-","1999","봉화1길 146","-","-","-","-"
"7797","전라남도 순천시 조례동","1299-5","1299","0005","명지장미","49.7100","202104","26","6,900","-","6","-","-","1989","이수로 250","-","-","-","-"
"7798","전라남도 순천시 조례동","1299-5","1299","0005","명지장미","49.7100","202104","26","3,500","-","6","-","-","1989","이수로 250","-","-","-","-"
"7799","경상북도 포항시 북구 죽도동","639-33","0639","0033","죽도아너스타운","84.7134","202104","26","20,000","-","7","-","-","2014","중흥로191번길 33","-","-","-","-"
"7800","충청남도 아산시 탕정면 호산리","497","0497","0000","홍익","39.1500","202104","26","5,300","-","6","-","-","1999","선문로 385","-","-","-","-"
"7801","충청남도 아산시 탕정면 호산리","497","0497","0000","홍익","39.1500","202104","26","5,100","-","15","-","-","1999","선문로 385","-","-","-","-"
"7802","강원특별자치도 속초시 조양동","1294-23","1294","0023","성호","59.7600","202104","26","11,850","-","9","-","-","2001","청대로 8","-","-","-","-"
"7803","경상북도 포항시 남구 이동","664-5","0664","0005","이동그린빌명품","84.9999","202104","26","29,000","-","11","-","-","2003","대이로 138","-","-","-","-"
"7804","충청북도 충주시 교현동","130","0130","0000","한이","81.6300","202104","26","7,000","-","3","-","-","1985","만리산14길 7","-","-","-","-"
"7805","경상남도 창원시 성산구 대방동","358","0358","0000","대동","49.9400","202104","26","14,800","-","4","-","-","1992","대정로 142","20210524","-","-","-"
"7806","경상남도 창원시 성산구 대방동","358","0358","0000","대동","49.9400","202104","26","15,300","-","15","-","-","1992","대정로 142","-","-","-","-"
"7807","경상남도 창원시 성산구 대방동","358","0358","0000","대동","49.9400","202104","26","15,200","-","19","-","-","1992","대정로 142","-","-","-","-"
"7808","경상남도 창원시 성산구 대방동","358","0358","0000","대동","49.9400","202104","26","14,800","-","4","-","-","1992","대정로 142","-","-","-","-"
"7809","경상남도 창원시 성산구 대방동","355","0355","0000","성원남산3차","49.6800","202104","26","10,850","-","6","-","-","1992","대암로 82","-","-","-","-"
"7810","경상남도 양산시 물금읍 범어리","2713-1","2713","0001","신창비바패밀리","84.8400","202104","26","32,700","-","8","-","-","2009","신주로 69","-","-","-","-"
"7811","경상남도 양산시 물금읍 범어리","549-1","0549","0001","황전범어타운","98.2500","202104","26","16,800","-","5","-","-","1994","오봉로 15","-","-","-","-"
"7812","경상남도 창원시 마산회원구 석전동","300","0300","0000","창원메트로시티석전","59.6825","202104","26","35,900","-","18","-","-","2019","석전남8길 40","-","-","-","-"
"7813","경상남도 김해시 외동","1260-3","1260","0003","서광","59.8000","202104","26","14,000","-","3","-","-","1997","함박로 149","-","-","-","-"
"7814","경상남도 김해시 외동","1249-4","1249","0004","한국2","59.9460","202104","26","15,300","-","3","-","-","1998","분성로 155","-","-","-","-"
"7815","경상남도 김해시 외동","916","0916","0000","한덕한신타워","109.6600","202104","26","16,300","-","5","-","-","1992","분성로48번길 16","-","-","-","-"
"7816","경상남도 김해시 외동","916","0916","0000","한덕한신타워","109.6600","202104","26","17,000","-","10","-","-","1992","분성로48번길 16","-","-","-","-"
"7817","경상남도 김해시 외동","518-1","0518","0001","한솔빌리지","59.6400","202104","26","10,000","-","1","-","-","2004","분성로 94-21","-","-","-","-"
"7818","충청북도 청주시 청원구 주성동","337","0337","0000","대원칸타빌3차아파트","84.4430","202104","26","47,900","-","9","-","-","2015","율량로 135","-","-","-","-"
"7819","경상남도 진주시 문산읍 삼곡리","1224","1224","0000","진주문산파란채","84.8829","202104","26","19,300","-","12","-","-","2010","월아산로1048번길 15","-","-","-","-"
"7820","전라남도 순천시 조례동","1299-5","1299","0005","명지장미","49.7100","202104","26","4,400","-","4","-","-","1989","이수로 250","-","-","-","-"
"7821","충청남도 아산시 탕정면 동산리","421","0421","0000","한라아파트","49.9700","202104","26","9,500","-","9","-","-","1997","탕정면로 379-20","-","-","-","-"
"7822","충청북도 충주시 문화동","2305","2305","0000","호수마을","84.9800","202104","26","22,500","-","8","-","-","2003","사직로 114","-","-","-","-"
"7823","경상북도 구미시 임은동","818","0818","0000","코오롱하늘채","84.9203","202104","26","17,000","-","2","-","-","2009","왕산로 28-13","-","-","-","-"
"7824","충청남도 서산시 음암면 부장리","219-2","0219","0002","수림아파트","84.9766","202104","26","11,500","-","12","-","-","2007","음암로 499","-","-","-","-"
"7825","경상남도 진주시 이현동","31-1","0031","0001","삼호가든맨션","84.6300","202104","26","8,100","-","4","-","-","1988","신안로164번길 7","-","-","-","-"
"7826","경상북도 청도군 청도읍 고수리","925","0925","0000","청도행복마을아파트","76.4035","202104","26","15,000","-","3","-","-","2017","고수산복길 140","-","-","-","-"
"7827","충청남도 홍성군 홍성읍 내법리","285-78","0285","0078","현광","59.9900","202104","26","6,800","-","7","-","-","1997","도청대로96번길 85-17","-","-","-","-"
"7828","충청북도 충주시 목행동","508-39","0508","0039","세중참사랑","84.9900","202104","26","11,500","-","1","-","-","2003","목행산단6로 71","-","-","-","-"
"7829","충청북도 충주시 목행동","508-35","0508","0035","새한","59.9400","202104","26","7,000","-","1","-","-","1995","목행산단3로 13-9","-","-","-","-"
"7830","경상남도 진주시 이현동","111-4","0111","0004","신익무지개","54.2400","202104","26","7,300","-","3","-","-","1987","숙호산로 64-5","-","-","-","-"
"7831","경상남도 진주시 이현동","1180","1180","0000","이현하이클래스웰가","84.0700","202104","26","25,800","-","11","-","-","2008","진주대로 1317","-","-","-","-"
"7832","충청남도 아산시 풍기동","514","0514","0000","아산풍기이지더원1차아파트","72.5720","202104","26","32,700","-","14","-","-","2017","어의정로 184","-","-","-","-"
"7833","충청남도 아산시 좌부동","84-3","0084","0003","초원설화타운1","56.2800","202104","26","4,000","-","13","-","-","1994","고불로 667","-","-","-","-"
"7834","경상남도 거제시 장평동","619","0619","0000","장평주공2차(신주공)","39.9900","202104","26","11,000","-","5","-","-","1992","장평1로 143","-","-","-","-"
"7835","경상남도 양산시 물금읍 가촌리","1273-1","1273","0001","양산대방노블랜드7차메가시티","59.7512","202104","26","35,300","-","28","-","-","2017","새실로 11","-","-","-","-"
"7836","경상남도 양산시 물금읍 가촌리","1273-1","1273","0001","양산대방노블랜드7차메가시티","59.9914","202104","26","34,300","-","26","-","-","2017","새실로 11","-","-","-","-"
"7837","경상남도 양산시 물금읍 가촌리","1277-2","1277","0002","양산물금대방노블랜드5차에듀카운티","59.9901","202104","26","29,000","-","2","-","-","2016","새실로 115","-","-","-","-"
"7838","경상남도 김해시 진영읍 진영리","533-2","0533","0002","연합그린파크(3동4동5동)","59.3900","202104","26","4,550","-","2","-","-","1992","진영로50번길 16","-","-","-","-"
"7839","경상북도 안동시 용상동","985-1","0985","0001","용상1주공","36.2080","202104","26","5,000","-","1","-","-","1980","경동로 905","-","-","-","-"
"7840","충청남도 보령시 궁촌동","369","0369","0000","에스케이뷰","84.9244","202104","26","18,800","-","4","-","-","2006","현충탑길 65","-","-","-","-"
"7841","경상북도 고령군 대가야읍 쾌빈리","394-1","0394","0001","대가야스카이뷰103동","84.9140","202104","26","27,500","-","6","-","-","2017","쾌빈2길 6","-","-","-","-"
"7842","충청북도 충주시 연수동","1627","1627","0000","연수힐스테이트","84.7080","202104","26","29,500","-","5","-","-","2007","연수동산로 26","-","-","-","-"
"7843","경상북도 고령군 대가야읍 연조리","486-1","0486","0001","가야","44.4630","202104","26","3,500","-","1","-","-","1983","연조2길 23","-","-","-","-"
"7844","충청북도 충주시 연수동","1227","1227","0000","연수주공1차","46.9900","202104","26","8,250","-","4","-","-","1991","예성로 360","-","-","-","-"
"7845","충청북도 충주시 연수동","686","0686","0000","연수주공4차,5차","59.7100","202104","26","9,300","-","9","-","-","1997","예성로 401","-","-","-","-"
"7846","충청북도 충주시 연수동","1220","1220","0000","세원한아름","59.7600","202104","26","12,800","-","1","-","-","1996","금릉로 101","-","-","-","-"
"7847","충청남도 아산시 장존동","305","0305","0000","청솔","39.9940","202104","26","4,300","-","4","-","-","2004","외암로 1247","-","-","-","-"
"7848","충청북도 충주시 연수동","700","0700","0000","두진1차","39.8100","202104","26","4,600","-","2","-","-","1991","연수로 7","-","-","-","-"
"7849","충청남도 홍성군 홍성읍 남장리","515","0515","0000","주공아파트1차","46.2000","202104","26","8,400","-","4","-","-","2001","문화로72번길 92","-","-","-","-"
"7850","충청남도 홍성군 홍성읍 남장리","515","0515","0000","주공아파트1차","46.2000","202104","26","8,700","-","3","-","-","2001","문화로72번길 92","-","-","-","-"
"7851","경상남도 양산시 덕계동","1589","1589","0000","양산두산위브","59.9927","202104","26","23,000","-","12","-","-","2019","신덕계3길 36","-","-","-","-"
"7852","경상남도 양산시 덕계동","881","0881","0000","부영벽산","59.9700","202104","26","12,400","-","25","-","-","1999","덕계11길 12","-","-","-","-"
