"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2021-04-01 ~ 2021-04-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"28823","경기도 고양시 일산동구 식사동","1529","1529","0000","위시티일산자이주상복합","117.2500","202104","15","60,000","-","15","-","-","2010","위시티2로11번길 45","-","-","-","-"
"28824","경기도 남양주시 다산동","6234","6234","0000","다산한강반도유보라","84.9611","202104","15","87,500","-","3","-","-","2019","다산지금로146번길 67","-","-","-","-"
"28825","경기도 남양주시 다산동","6028","6028","0000","다산자이아이비플레이스","104.8839","202104","15","80,000","-","17","-","-","2021","다산중앙로 153","-","-","-","-"
"28826","경기도 남양주시 다산동","4002-1","4002","0001","플루리움4,5단지","134.8780","202104","15","90,000","-","25","-","-","2000","도농로 34","-","-","-","-"
"28827","경기도 의왕시 고천동","503-1","0503","0001","영광(101동)","63.2700","202104","15","54,000","-","5","-","-","1990","당뿌리로 31","-","-","-","-"
"28828","경기도 안양시 동안구 관양동","1396","1396","0000","현대","84.5100","202104","15","90,000","-","8","-","-","1985","관평로 333","-","-","-","-"
"28829","충청북도 청주시 서원구 개신동","635","0635","0000","주공뜨란채","59.4200","202104","15","17,500","-","13","-","-","2000","경신로 68","-","-","-","-"
"28830","충청북도 청주시 서원구 개신동","634","0634","0000","청주개신푸르지오","84.7750","202104","15","26,200","-","1","-","-","2004","신율로 13","-","-","-","-"
"28831","충청북도 청주시 서원구 개신동","613","0613","0000","휴먼시아","49.9300","202104","15","11,300","-","1","-","-","2001","경신로 67","-","-","-","-"
"28832","충청북도 청주시 서원구 개신동","613","0613","0000","휴먼시아","59.9000","202104","15","17,100","-","15","-","-","2001","경신로 67","-","-","-","-"
"28833","경기도 수원시 권선구 권선동","1186","1186","0000","삼천리1차","61.9300","202104","15","30,400","-","5","-","-","1994","권광로27번길 62","-","-","-","-"
"28834","경기도 남양주시 별내면 청학리","488","0488","0000","거성수락산","84.9300","202104","15","30,000","-","19","-","-","1995","청학로132번길 5","-","-","-","-"
"28835","경기도 광주시 경안동","185-1","0185","0001","해태","84.9960","202104","15","43,000","-","6","-","-","2000","경안로 106","-","-","-","-"
"28836","경기도 시흥시 정왕동","1875-5","1875","0005","건영2","84.9300","202104","15","34,500","-","8","-","-","1997","옥구천동로 399","-","-","-","-"
"28837","경기도 성남시 중원구 금광동","3950","3950","0000","삼익금광1차","34.0500","202104","15","37,700","-","1","-","-","1991","자혜로16번길 9","-","-","-","-"
"28838","경기도 김포시 장기동","1885-10","1885","0010","고창마을한양수자인리버팰리스","84.8713","202104","15","47,300","-","4","-","-","2012","김포한강3로 290-13","-","-","-","-"
"28839","울산광역시 동구 화정동","854-4","0854","0004","상아","65.7600","202104","15","9,950","-","15","-","-","1990","양지5길 12-15","-","-","-","-"
"28840","경기도 고양시 일산동구 중산동","1554-2","1554","0002","중산마을3단지(일신)","59.8450","202104","15","24,000","-","3","-","-","1995","중산로 260","-","-","-","-"
"28841","경기도 고양시 일산동구 중산동","1556","1556","0000","중산마을2(코오롱)","49.9800","202104","15","21,800","-","11","-","-","1995","고봉로 422","-","-","-","-"
"28842","울산광역시 울주군 언양읍 반천리","1023-51","1023","0051","반천현대","59.7500","202104","15","8,500","-","17","-","-","1994","반천강변길 51","-","-","-","-"
"28843","경기도 평택시 합정동","829","0829","0000","주공4","39.6100","202104","15","16,500","-","1","-","-","1992","평택3로 11","-","-","-","-"
"28844","경기도 평택시 합정동","835","0835","0000","주공","39.3000","202104","15","18,500","-","4","-","-","1990","중앙2로 94","-","-","-","-"
"28845","경기도 평택시 합정동","970-12","0970","0012","로얄시티아파트","59.7200","202104","15","10,100","-","3","-","-","2012","평택5로34번길 81","-","-","-","-"
"28846","경기도 부천시 오정구 고강동","378","0378","0000","인성","56.6100","202104","15","16,500","-","4","-","-","1986","고리울로27번길 7","-","-","-","-"
"28847","경기도 안산시 단원구 신길동","1438","1438","0000","삼익","131.5500","202104","15","35,000","-","6","-","-","1998","새뿔길 55","-","-","-","-"
"28848","충청북도 청주시 흥덕구 비하동","362","0362","0000","효성2차","59.8600","202104","15","12,700","-","12","-","-","1997","2순환로1050번길 24","-","-","-","-"
"28849","경기도 부천시 오정구 고강동","327-3","0327","0003","유호","47.7800","202104","15","13,500","-","5","-","-","1989","수주로 26","-","-","-","-"
"28850","경기도 부천시 오정구 고강동","333-2","0333","0002","삼두","44.3700","202104","15","15,800","-","2","-","-","1986","원종로119번길 46","-","-","-","-"
"28851","경기도 용인시 기흥구 보정동","1282","1282","0000","더샵보정애비뉴1단지","101.7132","202104","15","108,000","-","5","-","-","2004","용구대로2518번길 15","-","-","-","-"
"28852","경기도 성남시 중원구 상대원동","279-1","0279","0001","선경2차","49.9800","202104","15","51,500","-","5","-","-","1994","금상로 134","-","-","-","-"
"28853","경기도 안양시 동안구 관양동","1589-1","1589","0001","한가람(신라)","42.7300","202104","15","42,000","-","5","-","-","1992","달안로 124","-","-","-","-"
"28854","경기도 안양시 동안구 관양동","1589-1","1589","0001","한가람(신라)","42.7300","202104","15","44,000","-","3","-","-","1992","달안로 124","-","-","-","-"
"28855","경기도 평택시 군문동","370","0370","0000","평택군문1단지주공","49.4300","202104","15","15,000","-","6","-","-","1999","원평로25번길 63","-","-","-","-"
"28856","경기도 양평군 양평읍 양근리","91-5","0091","0005","그린맨션1","74.4300","202104","15","19,000","-","13","-","-","1992","중앙로 14","-","-","-","-"
"28857","경기도 용인시 기흥구 상하동","659","0659","0000","용인상하진흥더루벤스1단지","152.4654","202104","15","59,000","-","9","-","-","2008","중부대로746번길 20","-","-","-","-"
"28858","경기도 화성시 효행구 봉담읍 와우리","239","0239","0000","해오름마을봉담그대가1단지","84.9539","202104","15","30,500","-","6","-","-","2007","와우로73번길 22","-","-","-","-"
"28859","경기도 화성시 효행구 봉담읍 와우리","597","0597","0000","봉담센트럴푸르지오","74.8151","202104","15","44,500","-","10","-","-","2017","와우로34번길 12","-","-","-","-"
"28860","경기도 화성시 효행구 봉담읍 와우리","210-26","0210","0026","수성효성","44.2800","202104","15","11,400","-","11","-","-","1996","와우로15번길 55-5","-","-","-","-"
"28861","충청북도 청주시 상당구 대성동","5","0005","0000","우성","84.9500","202104","15","15,100","-","5","-","-","1991","용담로63번길 33","-","-","-","-"
"28862","경기도 이천시 안흥동","469","0469","0000","안흥주공","59.7100","202104","15","17,500","-","9","-","-","1997","증신로25번길 69","-","-","-","-"
"28863","경기도 수원시 권선구 호매실동","1408","1408","0000","호매실스타힐스","59.9800","202104","15","41,700","-","15","-","-","2018","호매실로 103","-","-","-","-"
"28864","세종특별자치시  연동면 명학리","255","0255","0000","세종청정아파트","49.2770","202104","15","9,500","-","1","-","-","2001","태산로 58","-","-","-","-"
"28865","경기도 파주시 조리읍 봉일천리","259-2","0259","0002","성호2파크힐(259-2)","59.9910","202104","15","15,800","-","3","-","-","2001","두루봉로 33-37","-","-","-","-"
"28866","경기도 화성시 효행구 봉담읍 유리","100-1","0100","0001","봉담베스트빌","84.9692","202104","15","17,850","-","15","-","-","2003","유리마을길 79","-","-","-","-"
"28867","경기도 이천시 안흥동","469","0469","0000","안흥주공","39.6900","202104","15","11,500","-","5","-","-","1997","증신로25번길 69","-","-","-","-"
"28868","경기도 고양시 일산동구 마두동","789","0789","0000","강촌마을(라이프)","49.1400","202104","15","41,500","-","8","-","-","1992","강석로 110","-","-","-","-"
"28869","경기도 고양시 일산동구 마두동","755","0755","0000","백마마을(삼성)","101.9100","202104","15","77,700","-","15","-","-","1993","일산로 241","-","-","-","-"
"28870","경기도 고양시 일산동구 마두동","717","0717","0000","백마마을(한성)","50.1600","202104","15","39,000","-","8","-","-","1994","경의로 333","-","-","-","-"
"28871","경기도 성남시 분당구 수내동","34","0034","0000","양지마을(금호1)","84.9000","202104","15","151,500","-","15","-","-","1992","수내로 74","-","-","-","-"
"28872","경기도 남양주시 와부읍 덕소리","537","0537","0000","진도","84.9100","202104","15","59,500","-","17","-","-","1998","덕소로 118-18","-","-","-","-"
"28873","경기도 남양주시 와부읍 덕소리","554-1","0554","0001","현대","134.0050","202104","15","67,000","-","5","-","-","1997","덕소로 150","-","-","-","-"
"28874","경기도 군포시 금정동","872","0872","0000","충무주공(872)","42.7500","202104","15","33,500","-","7","-","-","1993","산본로 299","-","-","-","-"
"28875","경기도 군포시 금정동","872","0872","0000","충무주공(872)","42.7500","202104","15","30,300","-","18","-","-","1993","산본로 299","-","-","-","-"
"28876","경기도 용인시 기흥구 중동","1046","1046","0000","초당마을삼부르네상스13단지아파트(코아루)","75.0800","202104","15","37,000","-","4","-","-","2006","동백1로 12","-","-","-","-"
"28877","경기도 군포시 금정동","723-8","0723","0008","그린트루빌","84.6600","202104","15","30,500","-","8","-","-","2004","번영로 601","-","-","-","-"
"28878","경기도 광주시 송정동","575","0575","0000","우림필유","126.1070","202104","15","58,000","-","8","-","-","2010","경안천로 91","-","-","-","-"
"28879","경기도 용인시 기흥구 중동","1047","1047","0000","초당마을삼부르네상스12단지아파트(코아루)","84.5400","202104","15","49,300","-","5","-","-","2006","동백1로 9","-","-","-","-"
"28880","경기도 용인시 기흥구 중동","1050","1050","0000","어은목마을경남아너스빌아파트","84.5400","202104","15","51,000","-","4","-","-","2006","동백2로 12","-","-","-","-"
"28881","경기도 광주시 송정동","560","0560","0000","브라운스톤","137.3500","202104","15","42,000","-","6","-","-","2004","경안천로 129","-","-","-","-"
"28882","경기도 부천시 소사구 심곡본동","620-4","0620","0004","금강(가~다동)","41.4000","202104","15","14,400","-","3","-","-","1984","심곡로67번길 62","-","-","-","-"
"28883","경기도 고양시 일산동구 백석동","1186","1186","0000","백송마을(대림)","58.7400","202104","15","43,000","-","13","-","-","1993","백석로 119","-","-","-","-"
"28884","경기도 동두천시 지행동","282-5","0282","0005","지행현대1차아파트","84.9500","202104","15","20,500","-","7","-","-","1999","평화로 2316-20","-","-","-","-"
"28885","경기도 안산시 상록구 사동","1506","1506","0000","본오","38.1300","202104","15","13,000","-","12","-","-","1992","선진로 108","-","-","-","-"
"28886","충청북도 청주시 서원구 성화동","1034","1034","0000","청주성화2다안채6단지","84.8800","202104","15","34,500","-","14","-","-","2013","구룡산로52번길 51","-","-","-","-"
"28887","경기도 양주시 옥정동","176","0176","0000","세창리베하우스","84.9862","202104","15","26,000","-","3","-","-","2003","새터로 37","-","-","-","-"
"28888","경기도 평택시 통복동","477","0477","0000","삼성","84.8700","202104","15","17,000","-","7","-","-","1993","평남로 281","-","-","-","-"
"28889","경기도 성남시 분당구 수내동","52","0052","0000","파크타운(서안)","84.6000","202104","15","130,000","-","4","-","-","1993","수내로 148","-","-","-","-"
"28890","경기도 이천시 안흥동","469","0469","0000","안흥주공","39.6900","202104","15","11,000","-","6","-","-","1997","증신로25번길 69","-","-","-","-"
"28891","울산광역시 중구 우정동","369-1","0369","0001","선경2차","133.8400","202104","15","49,200","-","5","-","-","1997","유곡로 10","-","-","-","-"
"28892","울산광역시 중구 우정동","369-1","0369","0001","선경2차","84.9400","202104","15","38,000","-","6","-","-","1997","유곡로 10","-","-","-","-"
"28893","경기도 동두천시 지행동","691-3","0691","0003","현진에버빌","90.1700","202104","15","31,000","-","4","-","-","2005","생연로 10","-","-","-","-"
"28894","경기도 양주시 고암동","583","0583","0000","하늘빛마을","75.9800","202104","15","30,500","-","17","-","-","2007","고암길 223","-","-","-","-"
"28895","울산광역시 중구 성안동","501-9","0501","0009","성림스카이빌","84.9700","202104","15","18,800","-","6","-","-","2004","백양로 137","-","-","-","-"
"28896","경기도 여주시 홍문동","353","0353","0000","동원","49.2911","202104","15","12,900","-","9","-","-","2001","세종로 173-69","-","-","-","-"
"28897","경기도 여주시 하동","121-1","0121","0001","하나","59.9100","202104","15","6,500","-","5","-","-","1992","강변로 12","-","-","-","-"
"28898","경기도 포천시 신북면 기지리","101-6","0101","0006","신포천","50.6700","202104","15","4,500","-","1","-","-","1995","호국로 2135-11","-","-","-","-"
"28899","경기도 부천시 오정구 원종동","207","0207","0000","삼신12","50.6100","202104","15","25,000","-","1","-","-","1989","원종로9번길 25","-","-","-","-"
"28900","경기도 부천시 오정구 원종동","341-3","0341","0003","경인","44.2800","202104","15","14,000","-","3","-","-","1988","성지로 65","-","-","-","-"
"28901","경기도 양주시 고암동","121-2","0121","0002","주원마을(주공2단지)","59.4200","202104","15","23,800","-","19","-","-","2000","고암길 306-40","-","-","-","-"
"28902","경기도 고양시 일산동구 사리현동","189","0189","0000","동문3단지","84.6186","202104","15","29,800","-","9","-","-","2005","공릉천로 66","-","-","-","-"
"28903","경기도 화성시 병점구 진안동","908","0908","0000","진안골마을주공10단지","59.5600","202104","15","24,000","-","10","-","-","2004","병점4로 102","-","-","-","-"
"28904","울산광역시 중구 유곡동","142","0142","0000","유곡e편한세상","157.7664","202104","15","85,000","-","14","-","-","2010","평동3길 2","-","-","-","-"
"28905","울산광역시 북구 매곡동","842","0842","0000","매곡푸르지오1차","84.8840","202104","15","30,500","-","9","-","-","2008","신천로 92","-","-","-","-"
"28906","울산광역시 중구 태화동","11-14","0011","0014","대륜로얄맨션","84.9800","202104","15","20,500","-","14","-","-","1993","화진4길 86","-","-","-","-"
"28907","울산광역시 중구 태화동","224","0224","0000","우정혁신호반베르디움","97.9541","202104","15","62,000","-","5","-","-","2014","종가로 140","-","-","-","-"
"28908","충청북도 청주시 흥덕구 강내면 월곡리","429","0429","0000","청원쌍용예가2단지","84.9700","202104","15","27,000","-","4","-","-","2007","탑연월곡길 62-20","-","-","-","-"
"28909","경기도 포천시 군내면 구읍리","743","0743","0000","포천2차아이파크","59.9974","202104","15","22,800","-","3","-","-","2017","호국로 1536-22","-","-","-","-"
"28910","경기도 안양시 만안구 안양동","533-16","0533","0016","미랜드명학타워","84.7500","202104","15","45,800","-","20","-","-","2009","만안로 29","-","-","-","-"
"28911","경기도 안양시 만안구 안양동","767","0767","0000","성원1","59.7300","202104","15","35,500","-","3","-","-","1995","병목안로 81","-","-","-","-"
"28912","경기도 성남시 분당구 정자동","102","0102","0000","한솔마을(4단지)(주공)","41.8500","202104","15","70,000","-","5","-","-","1994","백현로 206","-","-","-","-"
"28913","경기도 안양시 만안구 안양동","438-24","0438","0024","초원","76.6000","202104","15","25,900","-","6","-","-","2003","만안로77번길 18","-","-","-","-"
"28914","경기도 용인시 기흥구 마북동","143","0143","0000","교동마을신창무궁화타운","59.8500","202104","15","35,000","-","9","-","-","1996","마북로 186","-","-","-","-"
"28915","대전광역시 유성구 송강동","199","0199","0000","송강그린","84.9960","202104","15","29,300","-","13","-","-","1996","구즉로 25","-","-","-","-"
"28916","경기도 오산시 오산동","922-4","0922","0004","주공4","84.3400","202104","15","31,000","-","15","-","-","2000","운암로 45","-","-","-","-"
"28917","경기도 고양시 일산서구 일산동","587-2","0587","0002","일산중앙가든","45.4500","202104","15","15,000","-","2","-","-","1989","탄중로471번길 18","-","-","-","-"
"28918","충청북도 청주시 상당구 용암동","3146","3146","0000","시티프라디움1단지","84.9823","202104","15","50,000","-","17","-","-","2020","중고개로142번길 31","-","-","-","-"
"28919","경기도 가평군 청평면 청평리","470-37","0470","0037","청구","59.8300","202104","15","14,200","-","17","-","-","1998","경춘로 807-18","-","-","-","-"
"28920","경기도 시흥시 매화동","207","0207","0000","서능1차(101~103동)","45.6600","202104","15","13,000","-","3","-","-","1991","매화2로 20","-","-","-","-"
"28921","울산광역시 북구 신천동","486-1","0486","0001","호계청구타운","59.9400","202104","15","10,600","-","2","-","-","1998","호계로 402","-","-","-","-"
"28922","울산광역시 북구 신천동","358-9","0358","0009","협성노블리스","84.8000","202104","15","24,000","-","5","-","-","2003","호계로 309-20","-","-","-","-"
"28923","경기도 동두천시 지행동","196","0196","0000","에코휴먼빌2차","84.9300","202104","15","31,800","-","7","-","-","2018","이담로 161","-","-","-","-"
"28924","경기도 평택시 신장동","267-293","0267","0293","신미","47.3000","202104","15","6,000","-","1","-","-","1988","송월로15번길 30","-","-","-","-"
"28925","경기도 안성시 공도읍 진사리","36-1","0036","0001","주은청설","59.7300","202104","15","12,400","-","2","-","-","2000","진사길 32","-","-","-","-"
"28926","경기도 안성시 공도읍 진사리","36-1","0036","0001","주은청설","49.5300","202104","15","11,500","-","5","-","-","2000","진사길 32","-","-","-","-"
"28927","충청북도 청주시 서원구 수곡동","324","0324","0000","주공1","39.6900","202104","15","9,200","-","2","-","-","1990","구룡산로 319","-","-","-","-"
"28928","충청북도 청주시 서원구 수곡동","154","0154","0000","대림1","65.2500","202104","15","6,100","-","5","-","-","1985","구룡산로 327","-","-","-","-"
"28929","경기도 안성시 공도읍 진사리","20-14","0020","0014","우림","41.2800","202104","15","9,250","-","10","-","-","1998","진사길 27","-","-","-","-"
"28930","경기도 양주시 광사동","131-4","0131","0004","대방노블랜드","83.2100","202104","15","24,000","-","9","-","-","2003","부흥로 1898-4","-","-","-","-"
"28931","경기도 남양주시 진접읍 장현리","79-1","0079","0001","신우","59.9700","202104","15","20,700","-","17","-","-","1999","금강로 1553-26","-","-","-","-"
"28932","경기도 남양주시 진접읍 장현리","51-1","0051","0001","정광산호","84.9050","202104","15","29,500","-","12","-","-","1994","금강로 1530-13","-","-","-","-"
"28933","경기도 용인시 기흥구 언남동","243","0243","0000","유원휴하임","57.8620","202104","15","29,500","-","3","-","-","2013","구성로 109","-","-","-","-"
"28934","경기도 용인시 기흥구 언남동","503","0503","0000","스파팰리스리가","84.9700","202104","15","64,800","-","3","-","-","2013","언남로 5","-","-","-","-"
"28935","경기도 성남시 분당구 이매동","111","0111","0000","이매촌(진흥)","59.5800","202104","15","113,000","-","11","-","-","1993","양현로 138","-","-","-","-"
"28936","경기도 화성시 병점구 병점동","506","0506","0000","병점역우남퍼스트빌3차","83.7357","202104","15","25,900","-","16","-","-","2001","태안로 50","-","-","-","-"
"28937","경기도 부천시 원미구 중동","1116","1116","0000","리첸시아중동","140.6100","202104","15","110,000","-","51","-","-","2012","옥산로 7","-","-","-","-"
"28938","경기도 화성시 병점구 병점동","506","0506","0000","병점역우남퍼스트빌3차","83.7357","202104","15","26,700","-","10","-","-","2001"," 50","-","-","-","-"
"28939","울산광역시 북구 천곡동","411","0411","0000","쌍용아진그린3","59.9800","202104","15","15,750","-","5","-","-","1996","아진로 115","-","-","-","-"
"28940","경기도 수원시 팔달구 인계동","1035-7","1035","0007","인계리치안","17.1900","202104","15","13,000","-","3","-","-","2019","경수대로466번길 59","-","-","-","-"
"28941","경기도 가평군 청평면 청평리","657-1","0657","0001","이안지안스청평","59.8700","202104","15","18,000","-","11","-","-","2018","구청평로 20","-","-","-","-"
"28942","경기도 부천시 소사구 소사본동","400-8","0400","0008","주공","37.6700","202104","15","17,950","-","11","-","-","1995","소사로102번길 67","-","-","-","-"
"28943","경기도 부천시 소사구 소사본동","56-2","0056","0002","현대부러운","53.4600","202104","15","17,800","-","3","-","-","1984","경인로412번길 25","-","-","-","-"
"28944","경기도 안양시 만안구 석수동","296","0296","0000","럭키","85.0000","202104","15","56,800","-","4","-","-","1987","석수로 40","-","-","-","-"
"28945","경기도 평택시 지산동","1094","1094","0000","건영(지산)","53.5800","202104","15","11,000","-","4","-","-","1993","지산2로 50","-","-","-","-"
"28946","경기도 평택시 지산동","1094","1094","0000","건영(지산)","76.3600","202104","15","18,000","-","5","-","-","1993","지산2로 50","-","-","-","-"
"28947","경기도 이천시 부발읍 신하리","365","0365","0000","진우","59.9600","202104","15","18,700","-","8","-","-","2000","경충대로 2212","-","-","-","-"
"28948","경기도 이천시 대월면 사동리","327-6","0327","0006","장미(2동)","56.8800","202104","15","7,300","-","1","-","-","1994","경충대로2003번길 56-7","-","-","-","-"
"28949","경기도 이천시 대월면 사동리","386-72","0386","0072","현대5","84.9650","202104","15","17,500","-","9","-","-","1997","경충대로2050번길 104","-","-","-","-"
"28950","경기도 가평군 청평면 청평리","472","0472","0000","청평세양청마루","84.9900","202104","15","21,500","-","6","-","-","2007","경춘로 807-45","-","-","-","-"
"28951","경기도 남양주시 진접읍 내각리","192","0192","0000","원일대궐터","70.0562","202104","15","29,500","-","12","-","-","2004","내각1로73번안길 28","-","-","-","-"
"28952","울산광역시 북구 천곡동","402","0402","0000","원동현대","74.2700","202104","15","12,000","-","8","-","-","1994","고래로 2","-","-","-","-"
"28953","경기도 화성시 병점구 병점동","817","0817","0000","병점역센트럴허브시티","111.1950","202104","15","43,500","-","1","-","-","2004","병점1로 65","-","-","-","-"
"28954","경기도 화성시 병점구 병점동","859","0859","0000","병점역에듀포레","84.9900","202104","15","37,000","-","7","-","-","2004","병점2로 78","-","-","-","-"
"28955","경기도 화성시 병점구 병점동","485","0485","0000","한신","84.9180","202104","15","29,000","-","4","-","-","1999","병점1로 82","-","-","-","-"
"28956","울산광역시 중구 다운동","768","0768","0000","다운","39.9900","202104","15","6,500","-","12","-","-","1992","다운6길 16","-","-","-","-"
"28957","울산광역시 중구 다운동","768","0768","0000","다운","49.5900","202104","15","8,900","-","15","-","-","1992","다운6길 16","-","-","-","-"
"28958","경기도 부천시 원미구 중동","1038","1038","0000","은하마을(주공2)","39.4800","202104","15","29,500","-","8","-","-","1995","계남로 144","-","-","-","-"
"28959","울산광역시 울주군 언양읍 서부리","411","0411","0000","서울산한신휴플러스","59.9442","202104","15","23,000","-","4","-","-","2013","웃방천1길 48","-","-","-","-"
"28960","경기도 안양시 동안구 평촌동","75-2","0075","0002","인덕원대우","84.9600","202104","15","92,500","-","16","-","-","2001","학의로 390","-","-","-","-"
"28961","경기도 고양시 일산서구 주엽동","73","0073","0000","강선마을11단지태영","41.8500","202104","15","21,000","-","17","-","-","1994","중앙로 1388","-","-","-","-"
"28962","경기도 고양시 일산서구 주엽동","117","0117","0000","문촌마을16단지뉴삼익","84.0200","202104","15","84,000","-","13","-","-","1994","주엽로 122","-","-","-","-"
"28963","경기도 고양시 일산서구 주엽동","12","0012","0000","문촌마을(동아)8단지","59.9200","202104","15","41,500","-","6","-","-","1994","주엽로 163","-","-","-","-"
"28964","경기도 고양시 일산서구 주엽동","32","0032","0000","문촌마을3단지우성","101.9800","202104","15","85,000","-","2","-","-","1994","대산로 142","-","-","-","-"
"28965","경기도 고양시 일산서구 주엽동","23","0023","0000","문촌마을9단지주공","49.6900","202104","15","35,800","-","2","-","-","1995","주엽로 156","-","-","-","-"
"28966","경기도 부천시 원미구 상동","526-1","0526","0001","진달래마을(대우)","99.5954","202104","15","93,000","-","4","-","-","2002","도약로 56","-","-","-","-"
"28967","경기도 군포시 산본동","1120","1120","0000","주몽2-10","49.6700","202104","15","38,500","-","7","-","-","1996","광정로 122","-","-","-","-"
"28968","경기도 성남시 분당구 야탑동","201","0201","0000","매화마을공무원1","58.9200","202104","15","85,000","-","10","-","-","1995","매화로 92","-","-","-","-"
"28969","경기도 성남시 분당구 야탑동","201","0201","0000","매화마을공무원1","58.9200","202104","15","85,000","-","10","-","-","1995","매화로 92","-","-","-","-"
"28970","경기도 여주시 교동","81-2","0081","0002","호반리젠시빌","84.8742","202104","15","18,500","-","4","-","-","2003","세종로 254-16","-","-","-","-"
"28971","경기도 성남시 분당구 야탑동","201","0201","0000","매화마을공무원1","58.9200","202104","15","83,000","-","15","-","-","1995","매화로 92","-","-","-","-"
"28972","경기도 성남시 분당구 야탑동","156","0156","0000","목련마을(영남)","53.6000","202104","15","59,000","-","2","-","-","1995","판교로 669","-","-","-","-"
"28973","경기도 군포시 산본동","1120","1120","0000","주몽2-10","42.8700","202104","15","24,900","-","1","-","-","1996","광정로 122","-","-","-","-"
"28974","경기도 군포시 산본동","1063","1063","0000","백합","101.7600","202104","15","60,000","-","1","-","-","1993","산본로386번길 61","-","-","-","-"
"28975","경기도 용인시 기흥구 공세동","692","0692","0000","공세호수마을공세성원상떼레이크뷰","188.9700","202104","15","51,500","-","10","-","-","2010","동탄기흥로 864","-","-","-","-"
"28976","경기도 부천시 원미구 상동","399","0399","0000","반달마을(극동신라)","59.7600","202104","15","39,000","-","9","-","-","1994","상일로 72","-","-","-","-"
"28977","경기도 부천시 원미구 심곡동","458-2","0458","0002","다온하브","18.9800","202104","15","14,500","-","8","-","-","2005","부일로 429","-","-","-","-"
"28978","경기도 평택시 용이동","639","0639","0000","비전아이파크평택","75.9700","202104","15","40,000","-","10","-","-","2018","용죽1로 65","-","-","-","-"
"28979","경기도 군포시 산본동","1148-4","1148","0004","주공9단지금강","42.7500","202104","15","21,000","-","14","-","-","1995","고산로517번길 20","-","-","-","-"
"28980","경기도 군포시 산본동","1148-4","1148","0004","주공9단지금강","58.7100","202104","15","35,000","-","15","-","-","1994","고산로517번길 20","-","-","-","-"
"28981","울산광역시 남구 무거동","1183-1","1183","0001","삼호","59.6500","202104","15","15,500","-","10","-","-","1992","삼호로 64","20210526","-","-","-"
"28982","경기도 성남시 분당구 야탑동","156","0156","0000","목련마을(영남)","84.9300","202104","15","78,500","-","1","-","-","1995","판교로 669","-","-","-","-"
"28983","경기도 군포시 산본동","1155","1155","0000","가야주공","51.5900","202104","15","46,600","-","6","-","-","1993","번영로 403","-","-","-","-"
"28984","경기도 광주시 태전동","687","0687","0000","쌍용스윗닷홈3","84.7460","202104","15","39,000","-","13","-","-","2004","회안대로 350-23","-","-","-","-"
"28985","경기도 남양주시 진접읍 금곡리","1080","1080","0000","해밀마을신안인스빌","84.9870","202104","15","24,000","-","9","-","-","2010","해밀예당1로 66","-","-","-","-"
"28986","경기도 여주시 교동","81-2","0081","0002","호반리젠시빌","71.1562","202104","15","14,000","-","1","-","-","2003","세종로 254-16","-","-","-","-"
"28987","세종특별자치시  도담동","632","0632","0000","중흥 그린카운티(13단지)","59.1132","202104","15","56,000","-","16","-","-","2014","보람로 95","-","-","-","-"
"28988","경기도 여주시 오학동","100-5","0100","0005","현진에버빌","59.5800","202104","15","10,000","-","6","-","-","1998","여양로 341-10","-","-","-","-"
"28989","울산광역시 북구 양정동","500-33","0500","0033","양정힐스테이트","114.8450","202104","15","30,000","-","21","-","-","2007","염포로 459","-","-","-","-"
"28990","울산광역시 울주군 범서읍 천상리","324-2","0324","0002","경동태원하이빌","59.9610","202104","15","12,000","-","3","-","-","2001","천상길 43","-","-","-","-"
"28991","울산광역시 울주군 범서읍 천상리","299-1","0299","0001","천상동아","59.6700","202104","15","12,350","-","4","-","-","1998","대동길 34","-","-","-","-"
"28992","울산광역시 동구 전하동","660-2","0660","0002","울산전하푸르지오2단지","59.8984","202104","15","29,000","-","15","-","-","2011","봉수로 250","-","-","-","-"
"28993","경기도 시흥시 월곶동","1010-1","1010","0001","풍림아이원2차","84.8290","202104","15","44,500","-","11","-","-","2005","월곶중앙로14번길 87","-","-","-","-"
"28994","경기도 부천시 원미구 중동","1038","1038","0000","은하마을(주공2)","39.4800","202104","15","29,500","-","8","-","-","1995","계남로 144","20210420","-","-","-"
