,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12
emp_men_3049,0.027913063916856735,0.1491496231790073,0.1617371832261108,-0.1886258515254578,-0.10240258697551291,0.16374660946772499,0.08010809724946033,0.4492924414129051,0.1916410612580411,-0.15124094245824088,-0.3369463649898035,0.2948084378243411
emp_men_5064,0.09205671510453675,0.22034278060393808,0.130823051202848,-0.15109890728023923,-0.14247809634472447,0.03599543163691826,0.16082811977796668,0.1825622530978847,0.20470537839324987,-0.04922628685016545,0.2501733709182741,-0.0272057839379976
emp_men_65plus,0.17557655909547482,0.1791380704854398,0.03044924024318748,0.014270232415800423,0.016078570002934157,-0.029394204121208536,0.046116948083616535,0.04702192646308499,0.038381733998212354,0.001925719517864704,-0.029055831778017786,-0.06798166654535129
emp_wmn_total,0.1524728810653874,0.18961151371339155,-0.11736348495160064,-0.019558809580839547,0.07580066942688467,0.09973950649518087,0.07847630323726833,0.18631677271388802,0.004968692295107038,0.19977287064178206,0.026652408048152908,-0.04912522125105622
emp_wmn_1529,-0.09387971450077606,-0.07799456555757762,-0.1273864610313411,-0.16925734792236174,0.2682404608440824,0.33879398142087547,-0.05622050036623655,0.05077094212019714,-0.12489530267209499,0.11624550777008696,0.08684409031672614,0.0956087225582363
emp_wmn_3049,0.08822624902211741,0.09023431323729243,-0.2980267389419237,-0.02697078997723119,-0.06636022905600511,0.190525491166972,0.06370441320256268,0.09944110917288383,-0.020313243508190977,0.3113188781366811,0.04463642490543995,0.4173775050079686
emp_wmn_5064,0.17271640519431977,0.15666221582156536,-0.07536122901452903,0.0656022011621317,0.0619140516388092,-0.015385594804602597,0.04593126292292785,0.06585906734680651,0.04231687897590318,0.06702931472032268,0.10018347460184301,0.007266403261320756
emp_wmn_65plus,0.17474433149264906,0.1531068557730792,-0.013891085182585014,0.08927404638612843,0.06585081637123577,-0.06107822294628578,0.043014005610115646,0.13902157126856352,0.033765814762383876,0.04910913869256947,-0.05421890225699209,-0.09672203703671879
occ_wage_share,-0.1803551795817702,-0.14117317052191478,0.08587699787893714,-0.053966361378654945,0.03501399022620851,-0.006263815073450464,0.025742756681882393,0.11671541150635859,-0.06353690963642866,0.09600175504966385,-0.1313490251080897,0.03410709193842214
occ_regular_share,-0.1800912121318905,-0.1083121932081074,0.10531902229963445,-0.1340162444614162,-0.06277806919539543,0.01861719932449371,0.032968385068810196,0.07598110291517245,-0.06391704276895145,0.07849320285533432,-0.07213648861260526,0.07219838901578766
occ_nonwage_share,0.18037536089387177,0.14116361076008418,-0.08599746313299228,0.05392616548327461,-0.03454681563428874,0.006287829641091849,-0.026014992464331785,-0.1170919820164925,0.06306915614235295,-0.09606713626730966,0.13033757251785544,-0.03419668261011462
job_professional,-0.1599445818575626,-0.09513003941130983,-0.122186227634175,-0.1443117485882859,-0.2568565305732633,0.08849266679851311,0.038286013800259325,0.053285814336719126,-0.06311717830027029,0.06296190072195955,-0.012330061494593121,-0.10468452594375557
job_clerical,-0.1726349544335127,-0.09916652992381683,-0.01981455676933096,-0.15367569506922385,-0.13806226867191418,0.07340110746838739,0.03212269083002634,0.08267421953011228,-0.060132574511391576,0.06924895262426399,-0.010733177795055665,-0.06277797955855449
