,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12
emp_wmn_total,0.13338622183924664,0.16029635945270057,-0.19879052580480258,-0.109159825058165,0.025181653636703143,-0.16535835097288387,0.05882470580097452,0.23749938245542107,-0.02477578577829785,-0.18598920808033167,0.03398455452800029,-0.048538905246935896
emp_wmn_1529,-0.1150786487086671,-0.10310351880635131,-0.05017885870224681,-0.17761583708291326,0.17860447855227538,-0.3360668690939523,-0.06577660682797724,0.12344212223724489,-0.11898339558466861,-0.14703907853123319,-0.06365027281902982,0.06117576827463895
emp_wmn_3049,0.04323449240514041,-0.045216019204225355,-0.32840235283531516,-0.04864184360013687,-0.05768744996739102,-0.15222633908959995,0.05594365262334276,0.21706281346449885,0.057078730129191575,-0.34631142387566055,-0.13209994595486985,-0.03274887507168259
emp_wmn_5064,0.16714229346153775,0.15380807686339923,-0.1422090751638941,0.011991971947763877,0.0362570398022624,-0.021705700244254413,0.049162789002610056,0.13050430429371926,0.019881985512147066,-0.048869116670201926,0.04559634653292202,-0.12447263662206541
emp_wmn_65plus,0.18250814213537075,0.14430629482633187,-0.09577994569023138,0.06008100282830997,0.047785175375581586,0.04680351312680953,0.025978942894548513,0.08578510227290034,-0.025440324690521342,-0.013008097894667362,0.06356145960135356,-0.05724645912644177
occ_wage_share,-0.18025860926585405,-0.11906572184494457,0.17814556753942967,-0.04798246640270632,0.024839114778732845,0.026593824610184932,0.03421355134587915,0.10912919922930019,-0.0618821893896516,-0.13922524398298755,-0.11630104618780847,-0.024131044261208875
occ_regular_share,-0.1784330273461726,-0.07120650547780125,0.188408854650982,-0.1180393182195169,-0.08342880346464326,0.037384413384738475,0.030972677714489104,0.06924055271208256,-0.06853458513959979,-0.13236386724022972,-0.07057925052534725,-0.05742749223107584
occ_nonwage_share,0.1802944774133516,0.11893443828920768,-0.1781019458864069,0.04819376113827717,-0.02458314204584941,-0.026421350890194022,-0.034422101719974195,-0.10945272730343523,0.06183738360190946,0.13888442897086067,0.11619174579515705,0.024150142366939645
job_professional,-0.16586895730986614,-0.10940761388466459,-0.05498152935115618,-0.17043372082503155,-0.27381107713274244,-0.0382208852849706,0.013476230070401843,0.006235454144776496,-0.01880173113538233,-0.047444719172506505,0.011986426790383056,0.07338257530842515
job_clerical,-0.18018880210794663,-0.11290840739927234,0.03941001193950995,-0.13975699589651971,-0.1643994455358154,-0.009531059230032253,0.01570859596339978,0.04190543855481092,-0.049498429821228554,-0.05643579610292769,-0.010411266635964873,0.012921413710686265
job_service_sales,-0.06151298394736138,-0.23580954046527905,-0.06741860346583711,0.21330604588128815,0.13751353130967067,-0.005038820957077363,-0.10635389080210624,0.1933012710705918,0.10484535724601898,0.20917482499455578,0.355356276808535,-0.36228910131272896
job_skilled_machine,0.01842538904776464,0.08376643856419363,0.3432143871893624,0.11808878808253305,0.2764242857285625,0.14215763319719202,0.03724238327568934,-0.028062539504840493,-0.015272015779780134,-0.04614130472247616,-0.0937768764734451,-0.05272361576709569
job_simple_labor,0.0790869351682511,-0.023929089280236064,0.0391190382224827,0.22177975558779933,0.3835848648087346,-0.02640143883185919,-0.0013350456872018544,0.21880601982331174,-0.027672887977426477,-0.08438592127359872,-0.17128243844549068,-0.020170636841714176
job_farming,0.1826235797595386,0.15276872067188446,-0.15436695566083114,-0.005569981092172007,-0.022792311648923796,-0.04006083658360642,-0.0006048778804961102,-0.1169584857964334,0.01015582767566643,0.03934440581899033,-0.017925779585999307,0.08535972175255234
ind_agriculture,0.1830126038959866,0.1525537187646033,-0.15419886205727162,-0.003362736840264844,-0.022245156109956154,-0.04005902911013471,-0.0009890033763044989,-0.11102801493613682,0.009717862710172184,0.03799561981504817,-0.016005142021090924,0.08212509068841574
ind_manufacturing,-0.008703621833593746,0.13653798700206196,0.3467316283502592,0.002291705245891657,0.1457881973176225,0.1446563857213261,0.04095186826136867,-0.20425238588209182,-0.06815967490861098,-0.22566791191587773,-0.009860386294686376,-0.13385093528936873
ind_construction,-0.03395209933494476,-0.05937923450555755,0.11515029878302219,0.14302659520343672,0.2125165252008884,0.013645473750966542,0.09439870224955103,0.47775084676717566,0.22464570825451177,0.3794991843308747,-0.2589597859837876,0.38918790047546453
ind_retail_food,-0.1172215816851869,-0.21855401960365642,-0.09410629407037142,0.06340845944742322,0.0627987203141857,-0.09907209835740391,-0.11284297701382982,0.15544306611547964,0.06386026846487887,0.1743388876079172,0.4194841739451942,-0.2804066552960909
ind_transport_finance,-0.1534788058046046,-0.1456264914019116,-0.030374189274971458,-0.17793383100460575,-0.06375834698630217,-0.17795182289302988,-0.06282879821299944,-0.020920733225455,-0.0795976730145324,0.032505674492014816,-0.019336950780144243,0.07879785103099178
ind_services,-0.12567191852107,-0.19190709056384445,-0.09585573810508548,0.03671558557807969,-0.20599992967387498,0.07476795106840606,0.050266653608101085,0.22528724132202246,8.744648374270231e-05,-0.041373438063465905,-0.1646849442886373,0.04900632550229617
nonp_male_share,0.05907059931594554,-0.13942353764557572,-0.23921550881321804,0.22006737851877145,0.12247120899683318,0.17028617661634005,0.07481424926195962,0.09932863834512819,-0.07124122557820207,-0.3733182488729241,-0.010548334002291774,0.04783710424780706
nonp_young_share,-0.03949870356001996,0.043659364312497305,0.046531691979434124,0.01985750679127477,-0.26034043500963844,0.3674099283731537,0.3091131992774339,0.29606476534379456,0.118467044598333,-0.25018644878043506,0.06032722106650159,-0.21010098587679582
nonp_middle_share,-0.10028292497491291,0.10481029111604621,0.27580189339004524,-0.15772672412239194,-0.013474582032701174,0.023369133810004612,-0.01600742341819176,0.10650736754834829,-0.11141742938239527,0.05833465947064266,0.206592426574886,-0.02666721822853229
log_apt_price,-0.1324834984547214,-0.007528492136548385,0.022218803089080252,-0.10207047303900937,-0.05370124221095946,-0.2098729913191315,-0.09806018473649603,-0.013086079455024144,0.18192461191441914,0.08159616541453017,-0.07248735061160122,0.09864978536240843
