,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11
occ_nonwage_share,0.19218082084944238,0.1380500137925344,0.08596548229161921,-0.008282595215430621,0.00680105302729452,-0.0564089956130167,-0.06982449161897779,-0.030610617756718174,-0.04182095934020189,0.050667408870685694,-0.09705921177087531
job_professional,-0.15834405615740463,-0.14136257740302427,-0.0751328163065338,-0.06571971820640485,0.15033662210038445,-0.15574503152121166,-0.12166911427257489,0.1724305072506572,-0.09466176836541774,0.12661230276183763,0.011297622138376465
job_clerical,-0.16638271190152232,-0.14130772956612758,-0.08924417490600814,-0.029694832581056155,0.12093805808248742,-0.1101079600501375,-0.01563030911384038,0.13521858545882895,-0.0792027610016549,0.10415609177164355,0.11223712636346456
job_service_sales,-0.06502293137988588,-0.2086349699884332,0.20427909932449273,-0.07779066740269003,0.05208434196479179,-0.12734596687693026,0.2528093297070545,-0.12341953416295887,-0.03330859662088669,0.022542887201376684,-0.1617200298554453
job_skilled_machine,-0.08933487614435778,-0.0448324605258794,-0.2392327054929329,0.14362706871964082,-0.32901424023523157,0.1740262914937969,0.10723614504625634,-0.13117267594226487,-0.009457679802934585,-0.14746072188712475,0.1132807606304123
job_simple_labor,0.025049233120405846,-0.08928601134562453,0.13378150007971837,0.019913452407131806,-0.11548508470207657,0.06613513668196176,0.5302248431044253,-0.3435213055862844,0.0838311108339277,-0.08472395147011369,0.16585641567043746
job_farming,0.19158920076669933,0.15012961888551662,0.02909016705933507,0.00807405878051391,0.00380569995898023,-0.0649869500657644,-0.07807673212480604,0.002645430802343468,-0.062146713979830924,0.025868560248284826,-0.0760296885879871
ind_agriculture,0.19232453617126158,0.14699508188539356,0.030772555838846076,0.007463337023008928,-0.0017232456436202868,-0.06817661029778294,-0.07040158064675006,0.0036814790612297735,-0.06591843756757541,0.033841259678109824,-0.07406417856402508
ind_manufacturing,-0.08589142068602848,0.024243767920187478,-0.3283320713685035,0.12000378965028152,-0.25909047165543836,0.09881824538541505,-0.021448682911483625,-0.09553884130553054,-0.03127623232725361,0.04532887124663163,0.259064063781334
ind_construction,-0.08238306406632394,-0.15369928779509293,0.07500387701197153,-0.011163594506914475,-0.042719105769809716,0.009411462642425124,0.4077308354429169,0.0707864258864003,-0.0885382306275045,-0.21617575036368672,-0.3540507512942565
ind_retail_food,-0.09843973546117077,-0.19390842788569337,0.16273914086214814,-0.07329001615136635,0.135866104413658,-0.1392213646551315,0.13793179127926136,-0.1390420642165762,0.01257789131698546,0.06937898820865271,-0.21299573422273757
ind_transport_finance,-0.13989445610482587,-0.18733854807984415,0.00398528953301428,-0.046314989281428326,0.16863969100074616,-0.18417840706763328,-0.11300930231933204,0.06868436093166258,-0.09214689199423315,-0.01028906891018456,-0.1210339910147421
ind_services,-0.1270121578348989,-0.19812887215906208,0.1422783129388653,-0.1014880536098145,0.11564237789460888,-0.07529908967149652,0.13810391054025056,0.15371384730533483,0.00833205492485513,-0.002673961681101945,0.05518792079663269
nonp_male_share,0.08471964370183464,-0.05241569458262806,0.35966484740086313,-0.08110377499757629,-0.13305637930454098,0.1216974935358385,0.02515003545109469,0.07738786605878989,0.07684035204811811,0.09025736942323259,0.21872673296203823
